sent,tags,parse
That will regain for history the reading public which has been wasting its time on storytellers and popularizers .,That/DT will/MD regain/VB for/IN history/NN the/DT reading/NN public/NN which/WDT has/VBZ been/VBN wasting/VBG its/PRP$ time/NN on/IN storytellers/NNS and/CC popularizers/NNS ./.,"nsubj(regain-3, That-1) aux(regain-3, will-2) root(ROOT-0, regain-3) case(history-5, for-4) nmod:for(regain-3, history-5) det(public-8, the-6) compound(public-8, reading-7) dobj(regain-3, public-8) nsubj(wasting-12, public-8) ref(public-8, which-9) aux(wasting-12, has-10) aux(wasting-12, been-11) acl:relcl(public-8, wasting-12) nmod:poss(time-14, its-13) dobj(wasting-12, time-14) case(storytellers-16, on-15) nmod:on(wasting-12, storytellers-16) cc(storytellers-16, and-17) nmod:on(wasting-12, popularizers-18) conj:and(storytellers-16, popularizers-18)  "
"Second was its effort to arouse popular sentiment in the Arab world by inciting the poor against the rich , telling the masses that the Gulf rulers were accustomed to "" sitting around gambling tables wasting millions . ""","Second/NNP was/VBD its/PRP$ effort/NN to/TO arouse/VB popular/JJ sentiment/NN in/IN the/DT Arab/JJ world/NN by/IN inciting/VBG the/DT poor/JJ against/IN the/DT rich/JJ ,/, telling/VBG the/DT masses/NNS that/IN the/DT Gulf/NNP rulers/NNS were/VBD accustomed/JJ to/TO ''/'' sitting/VBG around/IN gambling/VBG tables/NNS wasting/VBG millions/NNS ./. ''/''","nsubj(effort-4, Second-1) cop(effort-4, was-2) nmod:poss(effort-4, its-3) root(ROOT-0, effort-4) mark(arouse-6, to-5) acl(effort-4, arouse-6) amod(sentiment-8, popular-7) dobj(arouse-6, sentiment-8) case(world-12, in-9) det(world-12, the-10) amod(world-12, Arab-11) nmod:in(sentiment-8, world-12) mark(inciting-14, by-13) advcl(arouse-6, inciting-14) det(poor-16, the-15) dobj(inciting-14, poor-16) case(rich-19, against-17) det(rich-19, the-18) nmod:against(inciting-14, rich-19) dep(inciting-14, telling-21) det(masses-23, the-22) dobj(telling-21, masses-23) mark(sitting-32, that-24) det(rulers-27, the-25) compound(rulers-27, Gulf-26) nsubj(sitting-32, rulers-27) cop(sitting-32, were-28) xcomp(sitting-32, accustomed-29) nmod(accustomed-29, to-30) ccomp(telling-21, sitting-32) case(tables-35, around-33) amod(tables-35, gambling-34) nmod:around(sitting-32, tables-35) acl(tables-35, wasting-36) dobj(wasting-36, millions-37)  "
"The catabolic ( wasting ) effects of surgery could be reduced , thus shortening rehabilitation lime and recovery .","The/DT catabolic/JJ -LRB-/-LRB- wasting/NN -RRB-/-RRB- effects/NNS of/IN surgery/NN could/MD be/VB reduced/VBN ,/, thus/RB shortening/VBG rehabilitation/NN lime/NN and/CC recovery/NN ./.","det(effects-6, The-1) amod(effects-6, catabolic-2) dep(catabolic-2, wasting-4) nsubjpass(reduced-11, effects-6) case(surgery-8, of-7) nmod:of(effects-6, surgery-8) aux(reduced-11, could-9) auxpass(reduced-11, be-10) root(ROOT-0, reduced-11) advmod(shortening-14, thus-13) ccomp(reduced-11, shortening-14) compound(lime-16, rehabilitation-15) dobj(shortening-14, lime-16) cc(lime-16, and-17) dobj(shortening-14, recovery-18) conj:and(lime-16, recovery-18)  "
Florence showed an early interest in art but was reprimanded for drawing and wasting paper .,Florence/NNP showed/VBD an/DT early/JJ interest/NN in/IN art/NN but/CC was/VBD reprimanded/VBN for/IN drawing/VBG and/CC wasting/VBG paper/NN ./.,"nsubj(showed-2, Florence-1) nsubjpass(reprimanded-10, Florence-1) root(ROOT-0, showed-2) det(interest-5, an-3) amod(interest-5, early-4) dobj(showed-2, interest-5) case(art-7, in-6) nmod:in(showed-2, art-7) cc(showed-2, but-8) auxpass(reprimanded-10, was-9) conj:but(showed-2, reprimanded-10) mark(drawing-12, for-11) advcl(reprimanded-10, drawing-12) cc(drawing-12, and-13) advcl(reprimanded-10, wasting-14) conj:and(drawing-12, wasting-14) dobj(drawing-12, paper-15)  "
"In our world one did not get fired when the circulation was going down , one got fired when the circulation started shooting upward , because that meant one was telling the truth and wasting expensive newsprint .","In/IN our/PRP$ world/NN one/PRP did/VBD not/RB get/VB fired/VBN when/WRB the/DT circulation/NN was/VBD going/VBG down/RP ,/, one/PRP got/VBD fired/VBD when/WRB the/DT circulation/NN started/VBD shooting/VBG upward/RB ,/, because/IN that/DT meant/VBD one/PRP was/VBD telling/VBG the/DT truth/NN and/CC wasting/VBG expensive/JJ newsprint/NN ./.","case(world-3, In-1) nmod:poss(world-3, our-2) nmod:in(fired-8, world-3) nsubjpass(fired-8, one-4) aux(fired-8, did-5) neg(fired-8, not-6) auxpass(fired-8, get-7) ccomp(got-17, fired-8) advmod(going-13, when-9) det(circulation-11, the-10) nsubj(going-13, circulation-11) aux(going-13, was-12) advcl(fired-8, going-13) compound:prt(going-13, down-14) nsubj(got-17, one-16) root(ROOT-0, got-17) ccomp(got-17, fired-18) advmod(started-22, when-19) det(circulation-21, the-20) nsubj(started-22, circulation-21) advcl(fired-18, started-22) ccomp(started-22, shooting-23) advmod(shooting-23, upward-24) mark(meant-28, because-26) nsubj(meant-28, that-27) advcl(shooting-23, meant-28) nsubj(telling-31, one-29) aux(telling-31, was-30) ccomp(meant-28, telling-31) det(truth-33, the-32) dobj(telling-31, truth-33) cc(shooting-23, and-34) ccomp(started-22, wasting-35) conj:and(shooting-23, wasting-35) amod(newsprint-37, expensive-36) dobj(wasting-35, newsprint-37)  "
"I do not mean to say , everybody go home at lunch time , you are wasting your time .","I/PRP do/VBP not/RB mean/VB to/TO say/VB ,/, everybody/NN go/VBP home/NN at/IN lunch/NN time/NN ,/, you/PRP are/VBP wasting/VBG your/PRP$ time/NN ./.","nsubj(mean-4, I-1) nsubj(say-6, I-1) aux(mean-4, do-2) neg(mean-4, not-3) root(ROOT-0, mean-4) mark(say-6, to-5) xcomp(mean-4, say-6) nsubj(go-9, everybody-8) parataxis(say-6, go-9) dobj(go-9, home-10) case(time-13, at-11) compound(time-13, lunch-12) nmod:at(go-9, time-13) nsubj(wasting-17, you-15) aux(wasting-17, are-16) ccomp(say-6, wasting-17) nmod:poss(time-19, your-18) dobj(wasting-17, time-19)  "
"Pumping is expensive , 183 however , and many legislators found it difficult to support a plan that called for wasting water in traditionally arid Utah.","Pumping/NNP is/VBZ expensive/JJ ,/, 183/CD however/RB ,/, and/CC many/JJ legislators/NNS found/VBD it/PRP difficult/JJ to/TO support/VB a/DT plan/NN that/WDT called/VBN for/IN wasting/VBG water/NN in/IN traditionally/RB arid/JJ Utah/NNP ./.","nsubj(expensive-3, Pumping-1) cop(expensive-3, is-2) root(ROOT-0, expensive-3) nmod:npmod(however-6, 183-5) advmod(expensive-3, however-6) cc(expensive-3, and-8) amod(legislators-10, many-9) nsubj(found-11, legislators-10) conj:and(expensive-3, found-11) nsubj(difficult-13, it-12) nsubj(support-15, it-12) xcomp(found-11, difficult-13) mark(support-15, to-14) xcomp(difficult-13, support-15) det(plan-17, a-16) dobj(support-15, plan-17) nsubj(called-19, plan-17) ref(plan-17, that-18) acl:relcl(plan-17, called-19) mark(wasting-21, for-20) advcl(called-19, wasting-21) dobj(wasting-21, water-22) case(Utah-26, in-23) advmod(arid-25, traditionally-24) amod(Utah-26, arid-25) nmod:in(wasting-21, Utah-26)  "
"In essence , students who enroll in a class and have excessive absences are stealing public funds by wasting the taxpayer 's money , depriving other students of enrollment in a class , and causing other students in the class to learn less on the days when they do attend .","In/IN essence/NN ,/, students/NNS who/WP enroll/VBP in/IN a/DT class/NN and/CC have/VBP excessive/JJ absences/NNS are/VBP stealing/VBG public/JJ funds/NNS by/IN wasting/VBG the/DT taxpayer/NN 's/POS money/NN ,/, depriving/VBG other/JJ students/NNS of/IN enrollment/NN in/IN a/DT class/NN ,/, and/CC causing/VBG other/JJ students/NNS in/IN the/DT class/NN to/TO learn/VB less/JJR on/IN the/DT days/NNS when/WRB they/PRP do/VBP attend/VB ./.","case(essence-2, In-1) nmod:in(stealing-15, essence-2) nsubj(enroll-6, students-4) nsubj(have-11, students-4) nsubj(stealing-15, students-4) ref(students-4, who-5) acl:relcl(students-4, enroll-6) case(class-9, in-7) det(class-9, a-8) nmod:in(enroll-6, class-9) cc(enroll-6, and-10) acl:relcl(students-4, have-11) conj:and(enroll-6, have-11) amod(absences-13, excessive-12) dobj(have-11, absences-13) aux(stealing-15, are-14) root(ROOT-0, stealing-15) amod(funds-17, public-16) dobj(stealing-15, funds-17) mark(wasting-19, by-18) advcl(stealing-15, wasting-19) det(taxpayer-21, the-20) nmod:poss(money-23, taxpayer-21) case(taxpayer-21, 's-22) dobj(wasting-19, money-23) advcl(stealing-15, depriving-25) conj:and(wasting-19, depriving-25) amod(students-27, other-26) dobj(depriving-25, students-27) case(enrollment-29, of-28) nmod:of(students-27, enrollment-29) case(class-32, in-30) det(class-32, a-31) nmod:in(enrollment-29, class-32) cc(wasting-19, and-34) advcl(stealing-15, causing-35) conj:and(wasting-19, causing-35) amod(students-37, other-36) dobj(causing-35, students-37) case(class-40, in-38) det(class-40, the-39) nmod:in(causing-35, class-40) mark(learn-42, to-41) acl(class-40, learn-42) dobj(learn-42, less-43) case(days-46, on-44) det(days-46, the-45) nmod:on(learn-42, days-46) advmod(attend-50, when-47) nsubj(attend-50, they-48) aux(attend-50, do-49) advcl(learn-42, attend-50)  "
"8 Like many , the friend , Rick , had progressed through the several stages of loss that mirror the clinical course of the disease : legally acknowledged disability and loss of work , physical wasting , loss of home , loss of mobility and , eventually , loss of mental clarity .","8/CD Like/IN many/JJ ,/, the/DT friend/NN ,/, Rick/NNP ,/, had/VBD progressed/VBN through/IN the/DT several/JJ stages/NNS of/IN loss/NN that/WDT mirror/VBP the/DT clinical/JJ course/NN of/IN the/DT disease/NN :/: legally/RB acknowledged/JJ disability/NN and/CC loss/NN of/IN work/NN ,/, physical/JJ wasting/NN ,/, loss/NN of/IN home/NN ,/, loss/NN of/IN mobility/NN and/CC ,/, eventually/RB ,/, loss/NN of/IN mental/JJ clarity/NN ./."," nmod:like(progressed-11, 8-1) case(8-1, Like-2) dep(8-1, many-3) det(friend-6, the-5) nsubj(progressed-11, friend-6) dep(friend-6, Rick-8) aux(progressed-11, had-10) root(ROOT-0, progressed-11) case(stages-15, through-12) det(stages-15, the-13) amod(stages-15, several-14) nmod:through(progressed-11, stages-15) nsubj(mirror-19, stages-15) case(loss-17, of-16) nmod:of(stages-15, loss-17) ref(stages-15, that-18) acl:relcl(stages-15, mirror-19) det(course-22, the-20) amod(course-22, clinical-21) dobj(mirror-19, course-22) case(disease-25, of-23) det(disease-25, the-24) nmod:of(course-22, disease-25) dep(disability-29, legally-27) amod(disability-29, acknowledged-28) dep(mirror-19, disability-29) cc(disability-29, and-30) dep(mirror-19, loss-31) conj:and(disability-29, loss-31) case(work-33, of-32) nmod:of(disability-29, work-33) amod(wasting-36, physical-35) nmod:of(disability-29, wasting-36) conj:and(work-33, wasting-36) nmod:of(disability-29, loss-38) conj:and(work-33, loss-38) case(home-40, of-39) nmod:of(loss-38, home-40) appos(home-40, loss-42) case(mobility-44, of-43) nmod:of(loss-42, mobility-44) cc(work-33, and-45) dep(work-33, eventually-47) nmod:of(disability-29, loss-49) conj:and(work-33, loss-49) case(clarity-52, of-50) amod(clarity-52, mental-51) nmod:of(disability-29, clarity-52)  "
"In contrast to the "" power-wasting "" and centrifugal political logic which had frustrated and weakened previous Chilean presidents , President Aylwin continued to enjoy high levels of public approval .","In/IN contrast/NN to/TO the/NN ''/'' power-wasting/NN ''/'' and/CC centrifugal/JJ political/JJ logic/NN which/WDT had/VBD frustrated/VBN and/CC weakened/VBN previous/JJ Chilean/JJ presidents/NNS ,/, President/NNP Aylwin/NNP continued/VBD to/TO enjoy/VB high/JJ levels/NNS of/IN public/JJ approval/NN ./."," case(contrast-2, In-1) nmod:in(continued-23, contrast-2) case(power-wasting-6, to-3) compound(power-wasting-6, the-4) nmod:to(contrast-2, power-wasting-6) cc(contrast-2, and-8) amod(logic-11, centrifugal-9) amod(logic-11, political-10) conj:and(contrast-2, logic-11) nsubj(frustrated-14, logic-11) nsubj(weakened-16, logic-11) nmod:in(continued-23, logic-11) ref(logic-11, which-12) aux(frustrated-14, had-13) acl:relcl(logic-11, frustrated-14) cc(frustrated-14, and-15) acl:relcl(logic-11, weakened-16) conj:and(frustrated-14, weakened-16) amod(presidents-19, previous-17) amod(presidents-19, Chilean-18) dobj(frustrated-14, presidents-19) compound(Aylwin-22, President-21) nsubj(continued-23, Aylwin-22) nsubj(enjoy-25, Aylwin-22) root(ROOT-0, continued-23) mark(enjoy-25, to-24) xcomp(continued-23, enjoy-25) amod(levels-27, high-26) dobj(enjoy-25, levels-27) case(approval-30, of-28) amod(approval-30, public-29) nmod:of(levels-27, approval-30)  "
As such are PETE programs wasting time and money on gymnastic courses ?,As/IN such/JJ are/VBP PETE/JJ programs/NNS wasting/VBG time/NN and/CC money/NN on/IN gymnastic/JJ courses/NNS ?/.," mark(programs-5, As-1) nsubj(programs-5, such-2) cop(programs-5, are-3) amod(programs-5, PETE-4) root(ROOT-0, programs-5) acl(programs-5, wasting-6) dobj(wasting-6, time-7) cc(time-7, and-8) dobj(wasting-6, money-9) conj:and(time-7, money-9) case(courses-12, on-10) amod(courses-12, gymnastic-11) nmod:on(wasting-6, courses-12)  "
"If this is true , it indicates that consumers and firms are wasting more than just electricity in their lighting design .","If/IN this/DT is/VBZ true/JJ ,/, it/PRP indicates/VBZ that/IN consumers/NNS and/CC firms/NNS are/VBP wasting/VBG more/JJR than/IN just/RB electricity/NN in/IN their/PRP$ lighting/NN design/NN ./."," mark(true-4, If-1) nsubj(true-4, this-2) cop(true-4, is-3) advcl(indicates-7, true-4) nsubj(indicates-7, it-6) root(ROOT-0, indicates-7) mark(wasting-13, that-8) nsubj(wasting-13, consumers-9) cc(consumers-9, and-10) conj:and(consumers-9, firms-11) nsubj(wasting-13, firms-11) aux(wasting-13, are-12) ccomp(indicates-7, wasting-13) advmod(just-16, more-14) mwe(more-14, than-15) nummod(electricity-17, just-16) dobj(wasting-13, electricity-17) case(design-21, in-18) nmod:poss(design-21, their-19) compound(design-21, lighting-20) nmod:in(electricity-17, design-21)  "
"56 Even after granting a temporary injunction , the Sax Act directs courts to proceed directly and quickly to the merits of a case without wasting time on procedural issues.","56/CD Even/RB after/IN granting/VBG a/DT temporary/JJ injunction/NN ,/, the/DT Sax/NNP Act/NNP directs/VBZ courts/NNS to/TO proceed/VB directly/RB and/CC quickly/RB to/TO the/DT merits/NNS of/IN a/DT case/NN without/IN wasting/VBG time/NN on/IN procedural/JJ issues/NNS ./."," nmod:npmod(Even-2, 56-1) advmod(granting-4, Even-2) mark(granting-4, after-3) advcl(directs-12, granting-4) det(injunction-7, a-5) amod(injunction-7, temporary-6) dobj(granting-4, injunction-7) det(Act-11, the-9) compound(Act-11, Sax-10) nsubj(directs-12, Act-11) root(ROOT-0, directs-12) dobj(directs-12, courts-13) nsubj(proceed-15, courts-13) mark(proceed-15, to-14) xcomp(directs-12, proceed-15) advmod(proceed-15, directly-16) cc(directly-16, and-17) advmod(proceed-15, quickly-18) conj:and(directly-16, quickly-18) case(merits-21, to-19) det(merits-21, the-20) nmod:to(proceed-15, merits-21) case(case-24, of-22) det(case-24, a-23) nmod:of(merits-21, case-24) mark(wasting-26, without-25) advcl(proceed-15, wasting-26) dobj(wasting-26, time-27) case(issues-30, on-28) amod(issues-30, procedural-29) nmod:on(wasting-26, issues-30)  "
Students who do not succeed and leave school are said to be wasting their lives .,Students/NNS who/WP do/VBP not/RB succeed/VB and/CC leave/VB school/NN are/VBP said/VBN to/TO be/VB wasting/VBG their/PRP$ lives/NNS ./.," nsubj(succeed-5, Students-1) nsubj(leave-7, Students-1) nsubjpass(said-10, Students-1) nsubj(wasting-13, Students-1) ref(Students-1, who-2) aux(succeed-5, do-3) neg(succeed-5, not-4) acl:relcl(Students-1, succeed-5) cc(succeed-5, and-6) acl:relcl(Students-1, leave-7) conj:and(succeed-5, leave-7) dobj(succeed-5, school-8) auxpass(said-10, are-9) root(ROOT-0, said-10) mark(wasting-13, to-11) aux(wasting-13, be-12) xcomp(said-10, wasting-13) nmod:poss(lives-15, their-14) dobj(wasting-13, lives-15)  "
