sent,tags,parse
The wheat left the thrashing machine and was augured into a wagon or pickup truck .,The/DT wheat/NN left/VBD the/DT thrashing/JJ machine/NN and/CC was/VBD augured/VBN into/IN a/DT wagon/NN or/CC pickup/NN truck/NN ./.," det(wheat-2, The-1) nsubj(left-3, wheat-2) nsubjpass(augured-9, wheat-2) root(ROOT-0, left-3) det(machine-6, the-4) amod(machine-6, thrashing-5) dobj(left-3, machine-6) cc(left-3, and-7) auxpass(augured-9, was-8) conj:and(left-3, augured-9) case(truck-15, into-10) det(truck-15, a-11) compound(truck-15, wagon-12) cc(wagon-12, or-13) conj:or(wagon-12, pickup-14) compound(truck-15, pickup-14) nmod:into(augured-9, truck-15)  "
A senior citizen came to the classroom and brought illustrations and snapshots of machines thrashing bundles of grain .,A/DT senior/JJ citizen/NN came/VBD to/TO the/DT classroom/NN and/CC brought/VBD illustrations/NNS and/CC snapshots/NNS of/IN machines/NNS thrashing/VBG bundles/NNS of/IN grain/NN ./.," det(citizen-3, A-1) amod(citizen-3, senior-2) nsubj(came-4, citizen-3) nsubj(brought-9, citizen-3) root(ROOT-0, came-4) case(classroom-7, to-5) det(classroom-7, the-6) nmod:to(came-4, classroom-7) cc(came-4, and-8) conj:and(came-4, brought-9) dobj(brought-9, illustrations-10) cc(illustrations-10, and-11) dobj(brought-9, snapshots-12) conj:and(illustrations-10, snapshots-12) case(machines-14, of-13) nmod:of(illustrations-10, machines-14) acl(machines-14, thrashing-15) dobj(thrashing-15, bundles-16) case(grain-18, of-17) nmod:of(bundles-16, grain-18)  "
"A chart was made by the committee on the steps involved in cutting wheat with a grain binder , shocking the bundles , pitching them onto a wagon pulled by a team of draft horses or a tractor , and then pitched into the thrashing machine .","A/DT chart/NN was/VBD made/VBN by/IN the/DT committee/NN on/IN the/DT steps/NNS involved/VBN in/IN cutting/VBG wheat/NN with/IN a/DT grain/NN binder/NN ,/, shocking/VBG the/DT bundles/NNS ,/, pitching/VBG them/PRP onto/IN a/DT wagon/NN pulled/VBN by/IN a/DT team/NN of/IN draft/NN horses/NNS or/CC a/DT tractor/NN ,/, and/CC then/RB pitched/VBG into/IN the/DT thrashing/JJ machine/NN ./."," det(chart-2, A-1) nsubjpass(made-4, chart-2) auxpass(made-4, was-3) root(ROOT-0, made-4) case(committee-7, by-5) det(committee-7, the-6) nmod:by(made-4, committee-7) case(steps-10, on-8) det(steps-10, the-9) nmod:on(committee-7, steps-10) acl(steps-10, involved-11) mark(cutting-13, in-12) advcl(involved-11, cutting-13) dobj(cutting-13, wheat-14) case(binder-18, with-15) det(binder-18, a-16) compound(binder-18, grain-17) nmod:with(cutting-13, binder-18) advcl(involved-11, shocking-20) conj:and(cutting-13, shocking-20) det(bundles-22, the-21) dobj(shocking-20, bundles-22) advcl(involved-11, pitching-24) conj:and(cutting-13, pitching-24) dobj(pitching-24, them-25) case(wagon-28, onto-26) det(wagon-28, a-27) nmod:onto(pitching-24, wagon-28) acl(wagon-28, pulled-29) case(team-32, by-30) det(team-32, a-31) nmod:by(pulled-29, team-32) case(horses-35, of-33) compound(horses-35, draft-34) nmod:of(team-32, horses-35) cc(horses-35, or-36) det(tractor-38, a-37) nmod:of(team-32, tractor-38) conj:or(horses-35, tractor-38) cc(cutting-13, and-40) advmod(pitched-42, then-41) advcl(involved-11, pitched-42) conj:and(cutting-13, pitched-42) case(machine-46, into-43) det(machine-46, the-44) amod(machine-46, thrashing-45) nmod:into(pitched-42, machine-46)  "
"The wheat bundles are then placed on a thrashing floor , which is a cleared place in which donkeys may tread out the grain .","The/DT wheat/NN bundles/NNS are/VBP then/RB placed/VBN on/IN a/DT thrashing/JJ floor/NN ,/, which/WDT is/VBZ a/DT cleared/JJ place/NN in/IN which/WDT donkeys/NNS may/MD tread/VB out/RP the/DT grain/NN ./."," det(bundles-3, The-1) compound(bundles-3, wheat-2) nsubjpass(placed-6, bundles-3) auxpass(placed-6, are-4) advmod(placed-6, then-5) root(ROOT-0, placed-6) case(floor-10, on-7) det(floor-10, a-8) amod(floor-10, thrashing-9) nmod:on(placed-6, floor-10) nsubj(place-16, floor-10) ref(floor-10, which-12) cop(place-16, is-13) det(place-16, a-14) amod(place-16, cleared-15) acl:relcl(floor-10, place-16) nmod:in(tread-21, place-16) case(which-18, in-17) ref(place-16, which-18) nsubj(tread-21, donkeys-19) aux(tread-21, may-20) acl:relcl(place-16, tread-21) compound:prt(tread-21, out-22) det(grain-24, the-23) dobj(tread-21, grain-24)  "
The implement dealer said that grain binders and thrashing machines were very hard to locate .,The/DT implement/JJ dealer/NN said/VBD that/IN grain/NN binders/NNS and/CC thrashing/JJ machines/NNS were/VBD very/RB hard/JJ to/TO locate/VB ./.," det(dealer-3, The-1) amod(dealer-3, implement-2) nsubj(said-4, dealer-3) root(ROOT-0, said-4) mark(hard-13, that-5) compound(binders-7, grain-6) nsubj(hard-13, binders-7) nsubj(locate-15, binders-7) cc(binders-7, and-8) amod(machines-10, thrashing-9) conj:and(binders-7, machines-10) nsubj(hard-13, machines-10) nsubj(locate-15, machines-10) cop(hard-13, were-11) advmod(hard-13, very-12) ccomp(said-4, hard-13) mark(locate-15, to-14) xcomp(hard-13, locate-15)  "
"When the thrashing stopped , the captain said I could touch the fish , and I ran my hand tentatively over the sandpaper skin .","When/WRB the/DT thrashing/NN stopped/VBD ,/, the/DT captain/NN said/VBD I/PRP could/MD touch/VB the/DT fish/NN ,/, and/CC I/PRP ran/VBD my/PRP$ hand/NN tentatively/RB over/IN the/DT sandpaper/NN skin/NN ./."," advmod(stopped-4, When-1) det(thrashing-3, the-2) nsubj(stopped-4, thrashing-3) advcl(said-8, stopped-4) det(captain-7, the-6) nsubj(said-8, captain-7) root(ROOT-0, said-8) nsubj(touch-11, I-9) aux(touch-11, could-10) ccomp(said-8, touch-11) det(fish-13, the-12) dobj(touch-11, fish-13) cc(said-8, and-15) nsubj(ran-17, I-16) conj:and(said-8, ran-17) nmod:poss(hand-19, my-18) dobj(ran-17, hand-19) advmod(ran-17, tentatively-20) case(skin-24, over-21) det(skin-24, the-22) compound(skin-24, sandpaper-23) nmod:over(ran-17, skin-24)  "
"George Bush , who received 37 percent of 1992 electoral support , in contrast to his 90 percent in 1991 opinion polls , might have some interesting insights on the permanence of majorities ; as might Bill Clinton , with his 1992 presidential and congressional victories in contrast to the 1994 congressional thrashing ; as might , or at least should , Newt Gingrich , with his smashing November 1994 congressional successes in contrast to the drastic collapse of public support for him in 1995-96 .","George/NNP Bush/NNP ,/, who/WP received/VBD 37/CD percent/NN of/IN 1992/CD electoral/JJ support/NN ,/, in/IN contrast/NN to/TO his/PRP$ 90/CD percent/NN in/IN 1991/CD opinion/NN polls/NNS ,/, might/MD have/VB some/DT interesting/JJ insights/NNS on/IN the/DT permanence/NN of/IN majorities/NNS ;/: as/IN might/NN Bill/NNP Clinton/NNP ,/, with/IN his/PRP$ 1992/CD presidential/JJ and/CC congressional/JJ victories/NNS in/IN contrast/NN to/TO the/DT 1994/CD congressional/JJ thrashing/NN ;/: as/IN might/NN ,/, or/CC at/IN least/JJS should/MD ,/, Newt/NNP Gingrich/NNP ,/, with/IN his/PRP$ smashing/JJ November/NNP 1994/CD congressional/JJ successes/NNS in/IN contrast/NN to/TO the/DT drastic/JJ collapse/NN of/IN public/JJ support/NN for/IN him/PRP in/IN 1995-96/CD ./."," compound(Bush-2, George-1) nsubj(received-5, Bush-2) nsubj(have-25, Bush-2) ref(Bush-2, who-4) acl:relcl(Bush-2, received-5) nummod(percent-7, 37-6) dobj(received-5, percent-7) case(support-11, of-8) nummod(support-11, 1992-9) amod(support-11, electoral-10) nmod:of(percent-7, support-11) case(contrast-14, in-13) nmod:in(received-5, contrast-14) case(percent-18, to-15) nmod:poss(percent-18, his-16) nummod(percent-18, 90-17) nmod:to(received-5, percent-18) case(polls-22, in-19) nummod(polls-22, 1991-20) compound(polls-22, opinion-21) nmod:in(percent-18, polls-22) aux(have-25, might-24) root(ROOT-0, have-25) det(insights-28, some-26) amod(insights-28, interesting-27) dobj(have-25, insights-28) case(permanence-31, on-29) det(permanence-31, the-30) nmod:on(insights-28, permanence-31) case(majorities-33, of-32) nmod:of(permanence-31, majorities-33) case(might-36, as-35) nmod:as(insights-28, might-36) nmod:as(insights-28, might-36') conj:or(might-36, might-36') compound(Clinton-38, Bill-37) dep(might-36, Clinton-38) case(presidential-43, with-40) nmod:poss(presidential-43, his-41) compound(presidential-43, 1992-42) nmod:with(might-36, presidential-43) cc(presidential-43, and-44) amod(victories-46, congressional-45) nmod:with(might-36, victories-46) conj:and(presidential-43, victories-46) case(contrast-48, in-47) nmod:in(presidential-43, contrast-48) case(thrashing-53, to-49) det(thrashing-53, the-50) nummod(thrashing-53, 1994-51) amod(thrashing-53, congressional-52) nmod:to(contrast-48, thrashing-53) case(might-56, as-55) nmod:as(might-36, might-56) cc(might-36, or-58) case(least-60, at-59) nmod:at(might-36', least-60) acl:relcl(might-36, should-61) compound(Gingrich-64, Newt-63) appos(insights-28, Gingrich-64) case(successes-72, with-66) nmod:poss(successes-72, his-67) amod(successes-72, smashing-68) nmod:tmod(smashing-68, November-69) nummod(November-69, 1994-70) amod(successes-72, congressional-71) nmod:with(insights-28, successes-72) case(contrast-74, in-73) nmod:in(successes-72, contrast-74) case(collapse-78, to-75) det(collapse-78, the-76) amod(collapse-78, drastic-77) nmod:to(contrast-74, collapse-78) case(support-81, of-79) amod(support-81, public-80) nmod:of(collapse-78, support-81) case(him-83, for-82) nmod:for(support-81, him-83) case(1995-96-85, in-84) nmod:in(insights-28, 1995-96-85)  "
"<p> 
##4018717 A board the Morning Sun in the grey Hong Kong dawn just before Christmas 1997 , a stocky Chinese stevedore stood waist-deep in a tank with dozens of furiously thrashing napoleon wrasse , one of the most spectacular of Asia 's coral reef fishes .","<p>/VB ##/CD 4018717/CD A/DT board/NN the/DT Morning/NNP Sun/NNP in/IN the/DT grey/JJ Hong/NNP Kong/NNP dawn/NN just/RB before/IN Christmas/NNP 1997/CD ,/, a/DT stocky/JJ Chinese/JJ stevedore/NN stood/VBD waist-deep/NN in/IN a/DT tank/NN with/IN dozens/NNS of/IN furiously/RB thrashing/VBG napoleon/NN wrasse/NN ,/, one/CD of/IN the/DT most/RBS spectacular/JJ of/IN Asia/NNP 's/POS coral/NN reef/NN fishes/NNS ./."," ccomp(stood-24, <p>-1) compound(4018717-3, ##-2) nsubj(board-5, 4018717-3) det(board-5, A-4) ccomp(<p>-1, board-5) det(Sun-8, the-6) compound(Sun-8, Morning-7) dobj(board-5, Sun-8) case(dawn-14, in-9) det(dawn-14, the-10) amod(dawn-14, grey-11) compound(dawn-14, Hong-12) compound(dawn-14, Kong-13) nmod:in(Sun-8, dawn-14) advmod(Christmas-17, just-15) case(Christmas-17, before-16) nmod:before(board-5, Christmas-17) nummod(Christmas-17, 1997-18) det(stevedore-23, a-20) amod(stevedore-23, stocky-21) amod(stevedore-23, Chinese-22) nsubj(stood-24, stevedore-23) root(ROOT-0, stood-24) dobj(stood-24, waist-deep-25) case(tank-28, in-26) det(tank-28, a-27) nmod:in(stood-24, tank-28) case(dozens-30, with-29) nmod:with(stood-24, dozens-30) mark(thrashing-33, of-31) advmod(thrashing-33, furiously-32) acl(dozens-30, thrashing-33) compound(wrasse-35, napoleon-34) dobj(thrashing-33, wrasse-35) appos(wrasse-35, one-37) case(spectacular-41, of-38) det(spectacular-41, the-39) advmod(spectacular-41, most-40) nmod:of(one-37, spectacular-41) case(fishes-47, of-42) nmod:poss(fishes-47, Asia-43) case(Asia-43, 's-44) compound(fishes-47, coral-45) compound(fishes-47, reef-46) nmod:of(spectacular-41, fishes-47)  "
"The improvement can be attributed to the more efficient use of memory buses , avoidance of cache thrashing , and reduced microprocessor and microcode overhead for performing page move operations .","The/DT improvement/NN can/MD be/VB attributed/VBN to/TO the/DT more/RBR efficient/JJ use/NN of/IN memory/NN buses/NNS ,/, avoidance/NN of/IN cache/NN thrashing/NNS ,/, and/CC reduced/VBN microprocessor/NN and/CC microcode/VB overhead/RB for/IN performing/VBG page/NN move/NN operations/NNS ./."," det(improvement-2, The-1) nsubjpass(attributed-5, improvement-2) nsubj(microcode-24, improvement-2) aux(attributed-5, can-3) auxpass(attributed-5, be-4) root(ROOT-0, attributed-5) case(use-10, to-6) det(use-10, the-7) advmod(efficient-9, more-8) amod(use-10, efficient-9) nmod:to(attributed-5, use-10) case(buses-13, of-11) compound(buses-13, memory-12) nmod:of(use-10, buses-13) nmod:to(attributed-5, avoidance-15) conj:and(use-10, avoidance-15) case(thrashing-18, of-16) compound(thrashing-18, cache-17) nmod:of(avoidance-15, thrashing-18) cc(use-10, and-20) amod(microprocessor-22, reduced-21) nmod:to(attributed-5, microprocessor-22) conj:and(use-10, microprocessor-22) cc(attributed-5, and-23) conj:and(attributed-5, microcode-24) advmod(microcode-24, overhead-25) mark(performing-27, for-26) advcl(microcode-24, performing-27) compound(operations-30, page-28) compound(operations-30, move-29) dobj(performing-27, operations-30)  "
The forward progress count is used to prevent thrashing between threads .,The/DT forward/JJ progress/NN count/NN is/VBZ used/VBN to/TO prevent/VB thrashing/VBG between/IN threads/NNS ./.," det(count-4, The-1) amod(count-4, forward-2) compound(count-4, progress-3) nsubjpass(used-6, count-4) nsubj(prevent-8, count-4) auxpass(used-6, is-5) root(ROOT-0, used-6) mark(prevent-8, to-7) xcomp(used-6, prevent-8) xcomp(prevent-8, thrashing-9) case(threads-11, between-10) nmod:between(thrashing-9, threads-11)  "
""" It grieves me to see that we are thrashing along blindly with neither unity nor cordiality . """,''/'' It/PRP grieves/VBZ me/PRP to/TO see/VB that/IN we/PRP are/VBP thrashing/VBG along/RB blindly/RB with/IN neither/DT unity/NN nor/CC cordiality/NN ./. ''/''," nsubj(grieves-3, It-2) root(ROOT-0, grieves-3) dobj(grieves-3, me-4) nsubj(see-6, me-4) mark(see-6, to-5) xcomp(grieves-3, see-6) mark(thrashing-10, that-7) nsubj(thrashing-10, we-8) aux(thrashing-10, are-9) ccomp(see-6, thrashing-10) advmod(blindly-12, along-11) advmod(thrashing-10, blindly-12) case(unity-15, with-13) det(unity-15, neither-14) nmod:with(thrashing-10, unity-15) cc(unity-15, nor-16) nmod:with(thrashing-10, cordiality-17) conj:nor(unity-15, cordiality-17)  "
