sent,tags,parse
"Many times the government tried sending in troops to quell the demonstrators , and each time students responded with disciplined nonviolence .","Many/JJ times/NNS the/DT government/NN tried/VBD sending/VBG in/IN troops/NNS to/TO quell/VB the/DT demonstrators/NNS ,/, and/CC each/DT time/NN students/NNS responded/VBD with/IN disciplined/VBN nonviolence/NN ./.","amod(times-2, Many-1) nmod:tmod(tried-5, times-2) det(government-4, the-3) nsubj(tried-5, government-4) root(ROOT-0, tried-5) xcomp(tried-5, sending-6) case(troops-8, in-7) nmod:in(sending-6, troops-8) mark(quell-10, to-9) xcomp(sending-6, quell-10) det(demonstrators-12, the-11) dobj(quell-10, demonstrators-12) cc(tried-5, and-14) det(students-17, each-15) compound(students-17, time-16) nsubj(responded-18, students-17) conj:and(tried-5, responded-18) case(nonviolence-21, with-19) amod(nonviolence-21, disciplined-20) nmod:with(responded-18, nonviolence-21)  "
"In July a three-year Soviet-Iranian military agreement was signed which , among other things , provided for the "" sending of Soviet military experts "" to Iran.","In/IN July/NNP a/DT three-year/JJ Soviet-Iranian/JJ military/JJ agreement/NN was/VBD signed/VBN which/WDT ,/, among/IN other/JJ things/NNS ,/, provided/VBD for/IN the/DT ''/'' sending/VBG of/IN Soviet/JJ military/JJ experts/NNS ''/'' to/TO Iran/NNP ./.","case(July-2, In-1) nmod:in(signed-9, July-2) det(agreement-7, a-3) amod(agreement-7, three-year-4) amod(agreement-7, Soviet-Iranian-5) amod(agreement-7, military-6) nsubjpass(signed-9, agreement-7) auxpass(signed-9, was-8) root(ROOT-0, signed-9) nsubj(provided-16, which-10) case(things-14, among-12) amod(things-14, other-13) nmod:among(provided-16, things-14) ccomp(signed-9, provided-16) case(the-18, for-17) nmod:for(provided-16, the-18) acl(the-18, sending-20) case(experts-24, of-21) amod(experts-24, Soviet-22) amod(experts-24, military-23) nmod:of(sending-20, experts-24) case(Iran-27, to-26) nmod:to(signed-9, Iran-27)  "
"Philadelphia had paraded itself in 1876 under the guise of the US Centennial ( so much that 100 years later no other city would lend their exhibits to Philadelphia , sending them off to their one-time enemy for exhibition in Greenwich instead ) .","Philadelphia/NNP had/VBD paraded/VBN itself/PRP in/IN 1876/CD under/IN the/DT guise/NN of/IN the/DT US/NNP Centennial/NNP -LRB-/-LRB- so/RB much/RB that/IN 100/CD years/NNS later/RB no/DT other/JJ city/NN would/MD lend/VB their/PRP$ exhibits/NNS to/TO Philadelphia/NNP ,/, sending/VBG them/PRP off/RP to/TO their/PRP$ one-time/JJ enemy/NN for/IN exhibition/NN in/IN Greenwich/NNP instead/RB -RRB-/-RRB- ./.","nsubj(paraded-3, Philadelphia-1) aux(paraded-3, had-2) root(ROOT-0, paraded-3) dobj(paraded-3, itself-4) case(1876-6, in-5) nmod:in(paraded-3, 1876-6) case(guise-9, under-7) det(guise-9, the-8) nmod:under(paraded-3, guise-9) case(Centennial-13, of-10) det(Centennial-13, the-11) compound(Centennial-13, US-12) nmod:of(guise-9, Centennial-13) advmod(much-16, so-15) advmod(lend-25, much-16) mark(lend-25, that-17) nummod(years-19, 100-18) nmod:tmod(lend-25, years-19) advmod(years-19, later-20) neg(city-23, no-21) amod(city-23, other-22) nsubj(lend-25, city-23) aux(lend-25, would-24) dep(guise-9, lend-25) nmod:poss(exhibits-27, their-26) dobj(lend-25, exhibits-27) case(Philadelphia-29, to-28) nmod:to(lend-25, Philadelphia-29) advcl(lend-25, sending-31) dobj(sending-31, them-32) compound:prt(sending-31, off-33) case(enemy-37, to-34) nmod:poss(enemy-37, their-35) amod(enemy-37, one-time-36) nmod:to(sending-31, enemy-37) case(exhibition-39, for-38) nmod:for(enemy-37, exhibition-39) case(Greenwich-41, in-40) nmod:in(exhibition-39, Greenwich-41) advmod(enemy-37, instead-42)  "
"Furthermore , since all young emigrants would be expected to at least equal this spurious standard of achievement , it was only natural that parents would ignore letters which described America realistically or which pleaded poverty as an excuse for not sending remittances . ""","Furthermore/RB ,/, since/IN all/DT young/JJ emigrants/NNS would/MD be/VB expected/VBN to/TO at/IN least/JJS equal/JJ this/DT spurious/JJ standard/NN of/IN achievement/NN ,/, it/PRP was/VBD only/RB natural/JJ that/IN parents/NNS would/MD ignore/VB letters/NNS which/WDT described/VBD America/NNP realistically/RB or/CC which/WDT pleaded/VBD poverty/NN as/IN an/DT excuse/NN for/IN not/RB sending/VBG remittances/NNS ./. ''/''","advmod(natural-23, Furthermore-1) mark(expected-9, since-3) det(emigrants-6, all-4) amod(emigrants-6, young-5) nsubjpass(expected-9, emigrants-6) nsubj(equal-13, emigrants-6) aux(expected-9, would-7) auxpass(expected-9, be-8) advcl(natural-23, expected-9) mark(equal-13, to-10) advmod(equal-13, at-11) mwe(at-11, least-12) xcomp(expected-9, equal-13) det(standard-16, this-14) amod(standard-16, spurious-15) dobj(equal-13, standard-16) case(achievement-18, of-17) nmod:of(standard-16, achievement-18) nsubj(natural-23, it-20) cop(natural-23, was-21) advmod(natural-23, only-22) root(ROOT-0, natural-23) mark(ignore-27, that-24) nsubj(ignore-27, parents-25) aux(ignore-27, would-26) ccomp(natural-23, ignore-27) dobj(ignore-27, letters-28) nsubj(described-30, letters-28) ref(letters-28, which-29) acl:relcl(letters-28, described-30) dobj(described-30, America-31) advmod(described-30, realistically-32) cc(ignore-27, or-33) nsubj(pleaded-35, which-34) ccomp(natural-23, pleaded-35) conj:or(ignore-27, pleaded-35) dobj(pleaded-35, poverty-36) case(excuse-39, as-37) det(excuse-39, an-38) nmod:as(pleaded-35, excuse-39) mark(sending-42, for-40) neg(sending-42, not-41) advcl(pleaded-35, sending-42) dobj(sending-42, remittances-43)  "
"They might not have bothered sending their pictures , "" exclaimed the angry father of emigrants from Roscommon , "" for we know well what they look like .","They/PRP might/MD not/RB have/VB bothered/VBN sending/VBG their/PRP$ pictures/NNS ,/, ''/'' exclaimed/VBD the/DT angry/JJ father/NN of/IN emigrants/NNS from/IN Roscommon/NNP ,/, ''/'' for/IN we/PRP know/VBP well/RB what/WP they/PRP look/VBP like/IN ./.","nsubj(bothered-5, They-1) aux(bothered-5, might-2) neg(bothered-5, not-3) aux(bothered-5, have-4) ccomp(exclaimed-11, bothered-5) xcomp(bothered-5, sending-6) nmod:poss(pictures-8, their-7) dobj(sending-6, pictures-8) root(ROOT-0, exclaimed-11) det(father-14, the-12) amod(father-14, angry-13) dobj(exclaimed-11, father-14) case(emigrants-16, of-15) nmod:of(father-14, emigrants-16) case(Roscommon-18, from-17) nmod:from(exclaimed-11, Roscommon-18) mark(know-23, for-21) nsubj(know-23, we-22) advcl(exclaimed-11, know-23) advmod(know-23, well-24) nmod:like(look-27, what-25) nsubj(look-27, they-26) dep(exclaimed-11, look-27) case(what-25, like-28)  "
"15 <p> On September 15 the Choctaw Land Office finally acted , sending sixty-six of the Mississippi Choctaw to Bennington in Blue County , where another temporary camp had been erected .","15/CD <p>/NN On/IN September/NNP 15/CD the/DT Choctaw/NNP Land/NNP Office/NNP finally/RB acted/VBD ,/, sending/VBG sixty-six/JJ of/IN the/DT Mississippi/NNP Choctaw/NNP to/TO Bennington/NNP in/IN Blue/NNP County/NNP ,/, where/WRB another/DT temporary/JJ camp/NN had/VBD been/VBN erected/JJ ./.","nummod(<p>-2, 15-1) nmod:on(acted-11, <p>-2) case(<p>-2, On-3) dep(<p>-2, September-4) nummod(September-4, 15-5) det(Office-9, the-6) compound(Office-9, Choctaw-7) compound(Office-9, Land-8) nsubj(acted-11, Office-9) advmod(acted-11, finally-10) root(ROOT-0, acted-11) xcomp(acted-11, sending-13) dobj(sending-13, sixty-six-14) case(Choctaw-18, of-15) det(Choctaw-18, the-16) compound(Choctaw-18, Mississippi-17) nmod:of(sixty-six-14, Choctaw-18) case(Bennington-20, to-19) nmod:to(sending-13, Bennington-20) case(County-23, in-21) compound(County-23, Blue-22) nmod:in(sending-13, County-23) advmod(erected-31, where-25) det(camp-28, another-26) amod(camp-28, temporary-27) nsubj(erected-31, camp-28) aux(erected-31, had-29) cop(erected-31, been-30) acl:relcl(County-23, erected-31)  "
Carl began sending her money for transportation .,Carl/NNP began/VBD sending/VBG her/PRP$ money/NN for/IN transportation/NN ./.,"nsubj(began-2, Carl-1) root(ROOT-0, began-2) xcomp(began-2, sending-3) nmod:poss(money-5, her-4) dobj(sending-3, money-5) case(transportation-7, for-6) nmod:for(sending-3, transportation-7)  "
"As justification for this action , the government accused the lay leaders who had organized the meeting of sending the majority of the 4,000 invitations to opponents of the regime . ""","As/IN justification/NN for/IN this/DT action/NN ,/, the/DT government/NN accused/VBD the/DT lay/JJ leaders/NNS who/WP had/VBD organized/VBN the/DT meeting/NN of/IN sending/VBG the/DT majority/NN of/IN the/DT 4,000/CD invitations/NNS to/TO opponents/NNS of/IN the/DT regime/NN ./. ''/''","case(justification-2, As-1) nmod:as(accused-9, justification-2) case(action-5, for-3) det(action-5, this-4) nmod:for(justification-2, action-5) det(government-8, the-7) nsubj(accused-9, government-8) root(ROOT-0, accused-9) det(leaders-12, the-10) amod(leaders-12, lay-11) dobj(accused-9, leaders-12) nsubj(organized-15, leaders-12) ref(leaders-12, who-13) aux(organized-15, had-14) acl:relcl(leaders-12, organized-15) det(meeting-17, the-16) dobj(organized-15, meeting-17) mark(sending-19, of-18) acl(meeting-17, sending-19) det(majority-21, the-20) dobj(sending-19, majority-21) case(invitations-25, of-22) det(invitations-25, the-23) nummod(invitations-25, 4,000-24) nmod:of(majority-21, invitations-25) case(opponents-27, to-26) nmod:to(sending-19, opponents-27) case(regime-30, of-28) det(regime-30, the-29) nmod:of(opponents-27, regime-30)  "
"If the Bush administration dismisses the request , it will be sending the wrong signal to Mexico .","If/IN the/DT Bush/NNP administration/NN dismisses/VBZ the/DT request/NN ,/, it/PRP will/MD be/VB sending/VBG the/DT wrong/JJ signal/NN to/TO Mexico/NNP ./.","mark(dismisses-5, If-1) det(administration-4, the-2) compound(administration-4, Bush-3) nsubj(dismisses-5, administration-4) advcl(sending-12, dismisses-5) det(request-7, the-6) dobj(dismisses-5, request-7) nsubj(sending-12, it-9) aux(sending-12, will-10) aux(sending-12, be-11) root(ROOT-0, sending-12) det(signal-15, the-13) amod(signal-15, wrong-14) dobj(sending-12, signal-15) case(Mexico-17, to-16) nmod:to(sending-12, Mexico-17)  "
"His impatient , autocratic style frequently led him to step well beyond constitutional norms , such as sending army tanks to break down bank doors.","His/PRP$ impatient/NN ,/, autocratic/JJ style/NN frequently/RB led/VBD him/PRP to/TO step/VB well/RB beyond/IN constitutional/JJ norms/NNS ,/, such/JJ as/IN sending/VBG army/NN tanks/NNS to/TO break/VB down/RP bank/NN doors/NNS ./.","nmod:poss(style-5, His-1) compound(style-5, impatient-2) amod(style-5, autocratic-4) nsubj(led-7, style-5) advmod(led-7, frequently-6) root(ROOT-0, led-7) dobj(led-7, him-8) nsubj(step-10, him-8) mark(step-10, to-9) xcomp(led-7, step-10) advmod(step-10, well-11) case(norms-14, beyond-12) amod(norms-14, constitutional-13) nmod:beyond(step-10, norms-14) mark(sending-18, such-16) mwe(such-16, as-17) acl(norms-14, sending-18) compound(tanks-20, army-19) dobj(sending-18, tanks-20) mark(break-22, to-21) advcl(sending-18, break-22) compound:prt(break-22, down-23) compound(doors-25, bank-24) dobj(break-22, doors-25)  "
It has the unusual habit of sending out roots from the serrations of its succulent leaves .,It/PRP has/VBZ the/DT unusual/JJ habit/NN of/IN sending/VBG out/RP roots/NNS from/IN the/DT serrations/NNS of/IN its/PRP$ succulent/JJ leaves/NNS ./.,"nsubj(has-2, It-1) root(ROOT-0, has-2) det(habit-5, the-3) amod(habit-5, unusual-4) dobj(has-2, habit-5) mark(sending-7, of-6) acl(habit-5, sending-7) compound:prt(sending-7, out-8) dobj(sending-7, roots-9) case(serrations-12, from-10) det(serrations-12, the-11) nmod:from(sending-7, serrations-12) case(leaves-16, of-13) nmod:poss(leaves-16, its-14) amod(leaves-16, succulent-15) nmod:of(serrations-12, leaves-16)  "
""" In anticipation of the article Greater Stockholm ( Geographical Review 1923 , 497-506 ) , she had written to de Geer on 12 June 1923 , <p> I am sending you herewith a copy of your article "" Greater Stockholm "" as prepared for publication .","''/'' In/IN anticipation/NN of/IN the/DT article/NN Greater/NNP Stockholm/NNP -LRB-/-LRB- Geographical/NNP Review/NNP 1923/CD ,/, 497-506/CD -RRB-/-RRB- ,/, she/PRP had/VBD written/VBN to/TO de/NNP Geer/NNP on/IN 12/CD June/NNP 1923/CD ,/, <p>/VBP I/PRP am/VBP sending/VBG you/PRP herewith/VB a/DT copy/NN of/IN your/PRP$ article/NN ''/'' Greater/NNP Stockholm/NNP ''/'' as/RB prepared/JJ for/IN publication/NN ./.","case(anticipation-3, In-2) nmod:in(<p>-28, anticipation-3) case(article-6, of-4) det(article-6, the-5) nmod:of(anticipation-3, article-6) compound(Stockholm-8, Greater-7) dep(article-6, Stockholm-8) compound(Review-11, Geographical-10) dep(Stockholm-8, Review-11) nummod(Review-11, 1923-12) nummod(Review-11, 497-506-14) nsubj(written-19, she-17) aux(written-19, had-18) dep(article-6, written-19) case(Geer-22, to-20) compound(Geer-22, de-21) nmod:to(written-19, Geer-22) case(12-24, on-23) nmod:on(Geer-22, 12-24) nmod:tmod(written-19, June-25) nummod(June-25, 1923-26) root(ROOT-0, <p>-28) nsubj(sending-31, I-29) aux(sending-31, am-30) ccomp(<p>-28, sending-31) nsubj(herewith-33, you-32) ccomp(sending-31, herewith-33) det(copy-35, a-34) nsubj(prepared-44, copy-35) case(article-38, of-36) nmod:poss(article-38, your-37) nmod:of(copy-35, article-38) compound(Stockholm-41, Greater-40) dep(copy-35, Stockholm-41) advmod(prepared-44, as-43) xcomp(herewith-33, prepared-44) case(publication-46, for-45) nmod:for(prepared-44, publication-46)  "
Most still maintain only a few diplomatic links -- sending and receiving fewer than ten missions -- with other African states .,Most/JJS still/RB maintain/VBP only/RB a/DT few/JJ diplomatic/JJ links/NNS --/: sending/VBG and/CC receiving/VBG fewer/JJR than/IN ten/CD missions/NNS --/: with/IN other/JJ African/JJ states/NNS ./.,"nsubj(maintain-3, Most-1) advmod(maintain-3, still-2) root(ROOT-0, maintain-3) advmod(few-6, only-4) advmod(few-6, a-5) nummod(links-8, few-6) amod(links-8, diplomatic-7) dobj(maintain-3, links-8) dep(links-8, sending-10) cc(sending-10, and-11) dep(links-8, receiving-12) conj:and(sending-10, receiving-12) advmod(ten-15, fewer-13) advmod(ten-15, than-14) nummod(missions-16, ten-15) dobj(sending-10, missions-16) case(states-21, with-18) amod(states-21, other-19) amod(states-21, African-20) nmod:with(maintain-3, states-21)  "
Algeria and Nigeria remained among the top five in sending and receiving during the past two decades .,Algeria/NNP and/CC Nigeria/NNP remained/VBD among/IN the/DT top/JJ five/CD in/IN sending/VBG and/CC receiving/VBG during/IN the/DT past/JJ two/CD decades/NNS ./.,"nsubj(remained-4, Algeria-1) cc(Algeria-1, and-2) conj:and(Algeria-1, Nigeria-3) nsubj(remained-4, Nigeria-3) root(ROOT-0, remained-4) case(five-8, among-5) det(five-8, the-6) amod(five-8, top-7) nmod:among(remained-4, five-8) mark(sending-10, in-9) advcl(remained-4, sending-10) cc(sending-10, and-11) advcl(remained-4, receiving-12) conj:and(sending-10, receiving-12) case(decades-17, during-13) det(decades-17, the-14) amod(decades-17, past-15) nummod(decades-17, two-16) nmod:during(sending-10, decades-17)  "
