sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> To bring in the grazing component , four of each set of six lysimeters ( drought vs. normal rainfall ) were grazed by sheep in the spring and summer of 1994 .","<p>/VBN To/TO bring/VB in/IN the/DT grazing/NN component/NN ,/, four/CD of/IN each/DT set/NN of/IN six/CD lysimeters/NNS -LRB-/-LRB- drought/NN vs./IN normal/JJ rainfall/NNS -RRB-/-RRB- were/VBD grazed/VBN by/IN sheep/NN in/IN the/DT spring/NN and/CC summer/NN of/IN 1994/CD ./."," advcl(grazed-23, <p>-1) mark(bring-3, To-2) xcomp(<p>-1, bring-3) case(component-7, in-4) det(component-7, the-5) compound(component-7, grazing-6) nmod:in(bring-3, component-7) nsubjpass(grazed-23, four-9) case(set-12, of-10) det(set-12, each-11) nmod:of(four-9, set-12) case(lysimeters-15, of-13) nummod(lysimeters-15, six-14) nmod:of(set-12, lysimeters-15) dep(lysimeters-15, drought-17) case(rainfall-20, vs.-18) amod(rainfall-20, normal-19) nmod:vs.(drought-17, rainfall-20) auxpass(grazed-23, were-22) root(ROOT-0, grazed-23) case(sheep-25, by-24) nmod:by(grazed-23, sheep-25) case(spring-28, in-26) det(spring-28, the-27) nmod:in(grazed-23, spring-28) cc(spring-28, and-29) nmod:in(grazed-23, summer-30) conj:and(spring-28, summer-30) case(1994-32, of-31) nmod:of(spring-28, 1994-32)  ",sheep,25,"case(sheep-25, by-24) nmod:by(grazed-23, sheep-25) ",rainfall ) were grazed by sheep in the spring and summer,NN,[],,,,,"[('by', 'grazed')]",['by'],['grazed'],[],[],[],[],[],[],[],[],['by'],[],[],[],[],,,singular,,,unknown,unknown
"<p> 
##4016488 Expanded database will speed improvement of cattle , swine , and sheep .","<p>/NNP ##/NNP 4016488/NNP Expanded/NNP database/NN will/MD speed/VB improvement/NN of/IN cattle/NNS ,/, swine/NNS ,/, and/CC sheep/NN ./."," compound(database-5, <p>-1) compound(database-5, ##-2) compound(database-5, 4016488-3) compound(database-5, Expanded-4) nsubj(speed-7, database-5) aux(speed-7, will-6) root(ROOT-0, speed-7) dobj(speed-7, improvement-8) case(cattle-10, of-9) nmod:of(improvement-8, cattle-10) nmod:of(improvement-8, swine-12) conj:and(cattle-10, swine-12) cc(cattle-10, and-14) nmod:of(improvement-8, sheep-15) conj:and(cattle-10, sheep-15)  ",sheep,15,"nmod:of(improvement-8, sheep-15) conj:and(cattle-10, sheep-15) ",", swine , and sheep .",NN,[],,,,,"[('of', 'improvement')]",['of'],['improvement'],[],[],"[('and', 'cattle')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
The latter effort on combining markers and other information involves the sheep genome .,The/DT latter/JJ effort/NN on/IN combining/VBG markers/NNS and/CC other/JJ information/NN involves/VBZ the/DT sheep/NN genome/NN ./.," det(effort-3, The-1) amod(effort-3, latter-2) nsubj(involves-10, effort-3) mark(combining-5, on-4) acl(effort-3, combining-5) dobj(combining-5, markers-6) cc(markers-6, and-7) amod(information-9, other-8) dobj(combining-5, information-9) conj:and(markers-6, information-9) root(ROOT-0, involves-10) det(genome-13, the-11) compound(genome-13, sheep-12) dobj(involves-10, genome-13)  ",sheep,12,"compound(genome-13, sheep-12) ",and other information involves the sheep genome .,NN,[],involves,VBZ,object,[],[],[],[],[],[],[],['genome'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> As cattle and swine genome maps are being expanded and refined , a map for sheep is also under development for release next year , says Beattie , team leader of the project at the Roman L. Hruska U.S. Meat Animal Research Center ( MARC ) in Clay Center , Nebraska .","<p>/RB As/IN cattle/NNS and/CC swine/NNS genome/VBP maps/NNS are/VBP being/VBG expanded/VBN and/CC refined/VBN ,/, a/DT map/NN for/IN sheep/NN is/VBZ also/RB under/IN development/NN for/IN release/NN next/JJ year/NN ,/, says/VBZ Beattie/NNP ,/, team/NN leader/NN of/IN the/DT project/NN at/IN the/DT Roman/NNP L./NNP Hruska/NNP U.S./NNP Meat/NNP Animal/NNP Research/NNP Center/NNP -LRB-/-LRB- MARC/NNP -RRB-/-RRB- in/IN Clay/NNP Center/NNP ,/, Nebraska/NNP ./."," advmod(development-21, <p>-1) mark(genome-6, As-2) nsubj(genome-6, cattle-3) cc(cattle-3, and-4) conj:and(cattle-3, swine-5) nsubj(genome-6, swine-5) advcl(development-21, genome-6) nsubjpass(expanded-10, maps-7) nsubjpass(refined-12, maps-7) aux(expanded-10, are-8) auxpass(expanded-10, being-9) ccomp(genome-6, expanded-10) cc(expanded-10, and-11) ccomp(genome-6, refined-12) conj:and(expanded-10, refined-12) det(map-15, a-14) nsubj(development-21, map-15) case(sheep-17, for-16) nmod:for(map-15, sheep-17) cop(development-21, is-18) advmod(development-21, also-19) case(development-21, under-20) ccomp(says-27, development-21) case(release-23, for-22) nmod:for(development-21, release-23) amod(year-25, next-24) nmod:tmod(development-21, year-25) root(ROOT-0, says-27) nsubj(says-27, Beattie-28) compound(leader-31, team-30) appos(Beattie-28, leader-31) case(project-34, of-32) det(project-34, the-33) nmod:of(leader-31, project-34) case(Center-44, at-35) det(Center-44, the-36) compound(Center-44, Roman-37) compound(Center-44, L.-38) compound(Center-44, Hruska-39) compound(Center-44, U.S.-40) compound(Center-44, Meat-41) compound(Center-44, Animal-42) compound(Center-44, Research-43) nmod:at(project-34, Center-44) appos(Center-44, MARC-46) case(Center-50, in-48) compound(Center-50, Clay-49) nmod:in(Center-44, Center-50) appos(Center-50, Nebraska-52)  ",sheep,17,"case(sheep-17, for-16) nmod:for(map-15, sheep-17) ","refined , a map for sheep is also under development for",NN,[],,,,,"[('for', 'map')]",['for'],['map'],[],[],[],[],[],[],[],[],['for'],[],[],[],[],,,singular,,,unknown,unknown
"<p> Cattle have 30 pairs of chromosomes ; swine , 19 ; and sheep , 27 .","<p>/NN Cattle/NNS have/VBP 30/CD pairs/NNS of/IN chromosomes/NNS ;/: swine/NNS ,/, 19/CD ;/: and/CC sheep/NN ,/, 27/CD ./."," compound(Cattle-2, <p>-1) nsubj(have-3, Cattle-2) root(ROOT-0, have-3) nummod(pairs-5, 30-4) dobj(have-3, pairs-5) case(chromosomes-7, of-6) nmod:of(pairs-5, chromosomes-7) dobj(have-3, swine-9) conj:and(pairs-5, swine-9) amod(swine-9, 19-11) cc(pairs-5, and-13) dobj(have-3, sheep-14) conj:and(pairs-5, sheep-14) amod(sheep-14, 27-16)  ",sheep,14,"amod(sheep-14, 27-16) dobj(have-3, sheep-14) conj:and(pairs-5, sheep-14) ","swine , 19 ; and sheep , 27 .",NN,[],have,VBP,object,[],[],[],[],[],[],"[('and', 'pairs')]",[],['27'],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"<p> The studies involve cattle , swine , and sheep families made up of several breeds .","<p>/RB The/DT studies/NNS involve/VBP cattle/NNS ,/, swine/NNS ,/, and/CC sheep/NN families/NNS made/VBN up/RP of/IN several/JJ breeds/NNS ./."," advmod(involve-4, <p>-1) det(studies-3, The-2) nsubj(involve-4, studies-3) root(ROOT-0, involve-4) dobj(involve-4, cattle-5) dobj(involve-4, swine-7) conj:and(cattle-5, swine-7) cc(cattle-5, and-9) compound(families-11, sheep-10) dobj(involve-4, families-11) conj:and(cattle-5, families-11) acl(families-11, made-12) compound:prt(made-12, up-13) case(breeds-16, of-14) amod(breeds-16, several-15) nmod:of(made-12, breeds-16)  ",sheep,10,"compound(families-11, sheep-10) ","cattle , swine , and sheep families made up of several",NN,[],involve,VBP,object,[],[],[],[],[],[],[],['families'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"<p> Two forms of malignant catarrhal fever exist , one in domestic sheep and one in African wildebeests .","<p>/VB Two/CD forms/NNS of/IN malignant/JJ catarrhal/JJ fever/NN exist/NNS ,/, one/CD in/IN domestic/JJ sheep/NN and/CC one/CD in/IN African/JJ wildebeests/NNS ./."," root(ROOT-0, <p>-1) nummod(forms-3, Two-2) dobj(<p>-1, forms-3) case(exist-8, of-4) amod(exist-8, malignant-5) amod(exist-8, catarrhal-6) compound(exist-8, fever-7) nmod:of(forms-3, exist-8) dobj(<p>-1, one-10) conj:and(forms-3, one-10) case(sheep-13, in-11) amod(sheep-13, domestic-12) nmod:in(one-10, sheep-13) cc(forms-3, and-14) dobj(<p>-1, one-15) conj:and(forms-3, one-15) case(wildebeests-18, in-16) amod(wildebeests-18, African-17) nmod:in(one-15, wildebeests-18)  ",sheep,13,"case(sheep-13, in-11) amod(sheep-13, domestic-12) nmod:in(one-10, sheep-13) ","exist , one in domestic sheep and one in African wildebeests",NN,[],,,,,"[('in', 'one')]",['in'],['one'],[],[],[],[],['domestic'],[],[],[],['in'],[],[],[],[],,,singular,,,unknown,unknown
<p> Cattle seem to contract the disease from sheep in the United States and from wildebeests in Africa .,<p>/NN Cattle/NNS seem/VBP to/TO contract/VB the/DT disease/NN from/IN sheep/NN in/IN the/DT United/NNP States/NNPS and/CC from/IN wildebeests/NNS in/IN Africa/NNP ./.," compound(Cattle-2, <p>-1) nsubj(seem-3, Cattle-2) nsubj(contract-5, Cattle-2) nsubj(contract-5', Cattle-2) root(ROOT-0, seem-3) mark(contract-5, to-4) xcomp(seem-3, contract-5) xcomp(seem-3, contract-5') conj:and(contract-5, contract-5') det(disease-7, the-6) dobj(contract-5, disease-7) case(sheep-9, from-8) nmod:from(contract-5, sheep-9) case(States-13, in-10) det(States-13, the-11) compound(States-13, United-12) nmod:in(sheep-9, States-13) cc(contract-5, and-14) case(wildebeests-16, from-15) nmod:from(contract-5', wildebeests-16) case(Africa-18, in-17) nmod:in(wildebeests-16, Africa-18)  ",sheep,9,"case(sheep-9, from-8) nmod:in(sheep-9, States-13) nmod:from(contract-5, sheep-9) ",to contract the disease from sheep in the United States and,NN,[],,,,,"[('in', 'States'), ('from', 'contract')]","['in', 'from']",['contract'],['States'],[],[],[],[],[],[],[],['from'],[],[],[],[],,,singular,,,unknown,unknown
And sheep may give the disease to other wild ruminants .,And/CC sheep/NN may/MD give/VB the/DT disease/NN to/TO other/JJ wild/JJ ruminants/NNS ./.," cc(give-4, And-1) nsubj(give-4, sheep-2) aux(give-4, may-3) root(ROOT-0, give-4) det(disease-6, the-5) dobj(give-4, disease-6) case(ruminants-10, to-7) amod(ruminants-10, other-8) amod(ruminants-10, wild-9) nmod:to(give-4, ruminants-10)  ",sheep,2,"nsubj(give-4, sheep-2) ",And sheep may give the disease to,NN,[],give,VB,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> "" We are studying sheep to find out how they transmit the disease to cattle .",<p>/NN ''/'' We/PRP are/VBP studying/VBG sheep/NN to/TO find/VB out/RP how/WRB they/PRP transmit/VB the/DT disease/NN to/TO cattle/NNS ./.," dep(studying-5, <p>-1) nsubj(studying-5, We-3) aux(studying-5, are-4) root(ROOT-0, studying-5) dobj(studying-5, sheep-6) mark(find-8, to-7) advcl(studying-5, find-8) compound:prt(find-8, out-9) advmod(transmit-12, how-10) nsubj(transmit-12, they-11) ccomp(find-8, transmit-12) det(disease-14, the-13) dobj(transmit-12, disease-14) case(cattle-16, to-15) nmod:to(transmit-12, cattle-16)  ",sheep,6,"dobj(studying-5, sheep-6) ","<p> "" We are studying sheep to find out how they",NN,[],studying,VBG,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"We are also interested in why sheep do n't get sick from the virus . """,We/PRP are/VBP also/RB interested/JJ in/IN why/WRB sheep/NN do/VBP n't/RB get/VB sick/JJ from/IN the/DT virus/NN ./. ''/''," nsubj(interested-4, We-1) cop(interested-4, are-2) advmod(interested-4, also-3) root(ROOT-0, interested-4) mark(get-10, in-5) advmod(get-10, why-6) nsubj(get-10, sheep-7) aux(get-10, do-8) neg(get-10, n't-9) advcl(interested-4, get-10) xcomp(get-10, sick-11) case(virus-14, from-12) det(virus-14, the-13) nmod:from(get-10, virus-14)  ",sheep,7,"nsubj(get-10, sheep-7) ",are also interested in why sheep do n't get sick from,NN,[],get,VB,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> Robinson is exploring related diseases that occur in the United States : scrapie in sheep and transmissible mink encephalopathy , or TME , in mink .","<p>/NNP Robinson/NNP is/VBZ exploring/VBG related/JJ diseases/NNS that/WDT occur/VBP in/IN the/DT United/NNP States/NNPS :/: scrapie/NN in/IN sheep/NN and/CC transmissible/NN mink/NN encephalopathy/NN ,/, or/CC TME/NNP ,/, in/IN mink/NN ./."," compound(Robinson-2, <p>-1) nsubj(exploring-4, Robinson-2) aux(exploring-4, is-3) root(ROOT-0, exploring-4) amod(diseases-6, related-5) dobj(exploring-4, diseases-6) nsubj(occur-8, diseases-6) ref(diseases-6, that-7) acl:relcl(diseases-6, occur-8) case(States-12, in-9) det(States-12, the-10) compound(States-12, United-11) nmod:in(occur-8, States-12) dobj(exploring-4, scrapie-14) conj:or(diseases-6, scrapie-14) nsubj(occur-8, scrapie-14) case(encephalopathy-20, in-15) compound(encephalopathy-20, sheep-16) cc(sheep-16, and-17) conj:and(sheep-16, transmissible-18) compound(encephalopathy-20, transmissible-18) compound(encephalopathy-20, mink-19) nmod:in(scrapie-14, encephalopathy-20) cc(diseases-6, or-22) dobj(exploring-4, TME-23) conj:or(diseases-6, TME-23) nsubj(occur-8, TME-23) case(mink-26, in-25) nmod:in(TME-23, mink-26)  ",sheep,16,"cc(sheep-16, and-17) conj:and(sheep-16, transmissible-18) compound(encephalopathy-20, sheep-16) ","United States : scrapie in sheep and transmissible mink encephalopathy ,",NN,[],,,,,[],[],[],[],[],"[('and', 'transmissible')]",['encephalopathy'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"<p> The feeders could also be used to apply topical pesticides to other animals , such as red deer , antelope , elk , sheep , goats , pigs , and cattle .","<p>/RB The/DT feeders/NNS could/MD also/RB be/VB used/VBN to/TO apply/VB topical/JJ pesticides/NNS to/TO other/JJ animals/NNS ,/, such/JJ as/IN red/JJ deer/NNS ,/, antelope/NNS ,/, elk/NN ,/, sheep/NN ,/, goats/NNS ,/, pigs/NNS ,/, and/CC cattle/NNS ./."," advmod(used-7, <p>-1) det(feeders-3, The-2) nsubjpass(used-7, feeders-3) nsubj(apply-9, feeders-3) aux(used-7, could-4) advmod(used-7, also-5) auxpass(used-7, be-6) root(ROOT-0, used-7) mark(apply-9, to-8) xcomp(used-7, apply-9) amod(pesticides-11, topical-10) dobj(apply-9, pesticides-11) case(animals-14, to-12) amod(animals-14, other-13) nmod:to(apply-9, animals-14) case(deer-19, such-16) mwe(such-16, as-17) amod(deer-19, red-18) nmod:such_as(animals-14, deer-19) nmod:such_as(animals-14, antelope-21) conj:and(deer-19, antelope-21) nmod:such_as(animals-14, elk-23) conj:and(deer-19, elk-23) nmod:such_as(animals-14, sheep-25) conj:and(deer-19, sheep-25) nmod:such_as(animals-14, goats-27) conj:and(deer-19, goats-27) nmod:such_as(animals-14, pigs-29) conj:and(deer-19, pigs-29) cc(deer-19, and-31) nmod:such_as(animals-14, cattle-32) conj:and(deer-19, cattle-32)  ",sheep,25,"nmod:such_as(animals-14, sheep-25) conj:and(deer-19, sheep-25) ",", antelope , elk , sheep , goats , pigs ,",NN,[],,,,,"[('such_as', 'animals')]",['such_as'],['animals'],[],[],"[('and', 'deer')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
<p> In New Zealand you can arrange a visit to a sheep farm to tape the sights and sounds of dogs working the flocks in response to the shepherds whistled commands .,<p>/RB In/IN New/NNP Zealand/NNP you/PRP can/MD arrange/VB a/DT visit/NN to/TO a/DT sheep/NN farm/NN to/TO tape/VB the/DT sights/NNS and/CC sounds/NNS of/IN dogs/NNS working/VBG the/DT flocks/NNS in/IN response/NN to/TO the/DT shepherds/JJ whistled/CD commands/NNS ./.," advmod(arrange-7, <p>-1) case(Zealand-4, In-2) compound(Zealand-4, New-3) nmod:in(arrange-7, Zealand-4) nsubj(arrange-7, you-5) aux(arrange-7, can-6) root(ROOT-0, arrange-7) det(visit-9, a-8) dobj(arrange-7, visit-9) case(farm-13, to-10) det(farm-13, a-11) compound(farm-13, sheep-12) nmod:to(arrange-7, farm-13) mark(tape-15, to-14) advcl(arrange-7, tape-15) det(sights-17, the-16) dobj(tape-15, sights-17) cc(sights-17, and-18) dobj(tape-15, sounds-19) conj:and(sights-17, sounds-19) case(dogs-21, of-20) nmod:of(sights-17, dogs-21) acl(dogs-21, working-22) det(flocks-24, the-23) dobj(working-22, flocks-24) case(response-26, in-25) nmod:in(flocks-24, response-26) case(commands-31, to-27) det(commands-31, the-28) amod(commands-31, shepherds-29) nummod(commands-31, whistled-30) nmod:to(working-22, commands-31)  ",sheep,12,"compound(farm-13, sheep-12) ",arrange a visit to a sheep farm to tape the sights,NN,[],,,,,[],[],[],[],[],[],['farm'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"More than 60 percent of the cattle , sheep , and goats are stall-fed or tethered for part or all of the year.","More/JJR than/IN 60/CD percent/NN of/IN the/DT cattle/NNS ,/, sheep/NN ,/, and/CC goats/NNS are/VBP stall-fed/JJ or/CC tethered/JJ for/IN part/NN or/CC all/DT of/IN the/DT year/NN ./."," advmod(60-3, More-1) mwe(More-1, than-2) nummod(percent-4, 60-3) nsubj(stall-fed-14, percent-4) nsubj(tethered-16, percent-4) case(cattle-7, of-5) det(cattle-7, the-6) nmod:of(percent-4, cattle-7) nmod:of(percent-4, sheep-9) conj:and(cattle-7, sheep-9) cc(cattle-7, and-11) nmod:of(percent-4, goats-12) conj:and(cattle-7, goats-12) cop(stall-fed-14, are-13) root(ROOT-0, stall-fed-14) cc(stall-fed-14, or-15) conj:or(stall-fed-14, tethered-16) case(part-18, for-17) nmod:for(stall-fed-14, part-18) cc(part-18, or-19) nmod:for(stall-fed-14, all-20) conj:or(part-18, all-20) case(year-23, of-21) det(year-23, the-22) nmod:of(all-20, year-23)  ",sheep,9,"nmod:of(percent-4, sheep-9) conj:and(cattle-7, sheep-9) ","percent of the cattle , sheep , and goats are stall-fed",NN,[],,,,,"[('of', 'percent')]",['of'],['percent'],[],[],"[('and', 'cattle')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"<p> TABLE 3 <p> AVERAGE VALUES OF HOUSEHOLD INCOME INVESTMENT AND FARM SIZE IN MWALA , KENYA , IN 1980 <p> Legend for Chart : PREFORMATTED TABLE <p> Note : A livestock unit is one mature head of cattle or five sheep or goats , Cash figures are in Kenya shillings .","<p>/NN TABLE/VBP 3/CD <p>/NNP AVERAGE/NNP VALUES/NNS OF/IN HOUSEHOLD/NNP INCOME/NNP INVESTMENT/NNP AND/CC FARM/NNP SIZE/NNP IN/IN MWALA/NNP ,/, KENYA/NNP ,/, IN/IN 1980/CD <p>/NN Legend/NNP for/IN Chart/NNP :/: PREFORMATTED/NNP TABLE/NNP <p>/NNP Note/NN :/: A/DT livestock/NN unit/NN is/VBZ one/CD mature/JJ head/NN of/IN cattle/NNS or/CC five/CD sheep/NN or/CC goats/NNS ,/, Cash/NN figures/NNS are/VBP in/IN Kenya/NNP shillings/NNS ./."," nsubj(TABLE-2, <p>-1) ccomp(shillings-51, TABLE-2) nummod(VALUES-6, 3-3) compound(VALUES-6, <p>-4) compound(VALUES-6, AVERAGE-5) dobj(TABLE-2, VALUES-6) case(INVESTMENT-10, OF-7) compound(INVESTMENT-10, HOUSEHOLD-8) compound(INVESTMENT-10, INCOME-9) nmod:of(VALUES-6, INVESTMENT-10) cc(INVESTMENT-10, AND-11) compound(SIZE-13, FARM-12) nmod:of(VALUES-6, SIZE-13) conj:and(INVESTMENT-10, SIZE-13) case(KENYA-17, IN-14) compound(KENYA-17, MWALA-15) nmod:in(INVESTMENT-10, KENYA-17) case(Legend-22, IN-19) nummod(Legend-22, 1980-20) compound(Legend-22, <p>-21) nmod:in(TABLE-2, Legend-22) case(Chart-24, for-23) nmod:for(Legend-22, Chart-24) compound(<p>-28, PREFORMATTED-26) compound(<p>-28, TABLE-27) nsubj(Note-29, <p>-28) parataxis(TABLE-2, Note-29) det(unit-33, A-31) compound(unit-33, livestock-32) nsubj(head-37, unit-33) cop(head-37, is-34) nummod(head-37, one-35) amod(head-37, mature-36) ccomp(Note-29, head-37) case(cattle-39, of-38) nmod:of(head-37, cattle-39) cc(head-37, or-40) nummod(sheep-42, five-41) ccomp(Note-29, sheep-42) conj:or(head-37, sheep-42) cc(sheep-42, or-43) conj:or(head-37, goats-44) conj:or(sheep-42, goats-44) compound(figures-47, Cash-46) nsubj(shillings-51, figures-47) cop(shillings-51, are-48) case(shillings-51, in-49) compound(shillings-51, Kenya-50) root(ROOT-0, shillings-51)  ",sheep,42,"nummod(sheep-42, five-41) cc(sheep-42, or-43) conj:or(sheep-42, goats-44) ccomp(Note-29, sheep-42) conj:or(head-37, sheep-42) ","head of cattle or five sheep or goats , Cash figures",NN,[],Note,NN,object,[],[],[],[],[],[],"[('or', 'goats'), ('or', 'head')]",[],[],[],[],['five'],[],[],[],[],[],five,other,singular,ambiguous,O-DEN,countable,unknown
"For this question he would reward a peanut only for the complete answer : "" Wool , from sheep , an animal product used for sweaters .","For/IN this/DT question/NN he/PRP would/MD reward/VB a/DT peanut/NN only/RB for/IN the/DT complete/JJ answer/NN :/: ''/'' Wool/NNP ,/, from/IN sheep/NN ,/, an/DT animal/NN product/NN used/VBD for/IN sweaters/NNS ./."," case(question-3, For-1) det(question-3, this-2) nmod:for(reward-6, question-3) nsubj(reward-6, he-4) aux(reward-6, would-5) root(ROOT-0, reward-6) det(peanut-8, a-7) dobj(reward-6, peanut-8) advmod(reward-6, only-9) case(answer-13, for-10) det(answer-13, the-11) amod(answer-13, complete-12) nmod:for(reward-6, answer-13) nsubj(used-24, Wool-16) case(sheep-19, from-18) nmod:from(used-24, sheep-19) det(product-23, an-21) compound(product-23, animal-22) nsubj(used-24, product-23) parataxis(reward-6, used-24) case(sweaters-26, for-25) nmod:for(used-24, sweaters-26)  ",sheep,19,"case(sheep-19, from-18) nmod:from(used-24, sheep-19) ",": "" Wool , from sheep , an animal product used",NN,[],,,,,"[('from', 'used')]",['from'],['used'],[],[],[],[],[],[],[],[],['from'],[],[],[],[],,,singular,,,unknown,unknown
"When Beeton writes about sheep , we watch the fleecy creatures decompose before our eyes , changing from independent organisms into processes by which grass and turnips are converted into "" good mutton and fine wool . ""","When/WRB Beeton/NNP writes/VBZ about/IN sheep/NN ,/, we/PRP watch/VBP the/DT fleecy/JJ creatures/NNS decompose/NN before/IN our/PRP$ eyes/NNS ,/, changing/VBG from/IN independent/JJ organisms/NNS into/IN processes/NNS by/IN which/WDT grass/NN and/CC turnips/NNS are/VBP converted/VBN into/IN ''/'' good/JJ mutton/NN and/CC fine/NN wool/NN ./. ''/''"," advmod(writes-3, When-1) nsubj(writes-3, Beeton-2) advcl(watch-8, writes-3) case(sheep-5, about-4) nmod:about(writes-3, sheep-5) nsubj(watch-8, we-7) root(ROOT-0, watch-8) det(decompose-12, the-9) amod(decompose-12, fleecy-10) compound(decompose-12, creatures-11) dobj(watch-8, decompose-12) case(eyes-15, before-13) nmod:poss(eyes-15, our-14) nmod:before(watch-8, eyes-15) advcl(watch-8, changing-17) case(organisms-20, from-18) amod(organisms-20, independent-19) nmod:from(changing-17, organisms-20) case(processes-22, into-21) nmod:into(changing-17, processes-22) nmod:by(converted-29, processes-22) case(which-24, by-23) ref(processes-22, which-24) nsubjpass(converted-29, grass-25) cc(grass-25, and-26) conj:and(grass-25, turnips-27) nsubjpass(converted-29, turnips-27) auxpass(converted-29, are-28) acl:relcl(processes-22, converted-29) case(mutton-33, into-30) amod(mutton-33, good-32) nmod:into(converted-29, mutton-33) cc(mutton-33, and-34) compound(wool-36, fine-35) nmod:into(converted-29, wool-36) conj:and(mutton-33, wool-36)  ",sheep,5,"case(sheep-5, about-4) nmod:about(writes-3, sheep-5) ","When Beeton writes about sheep , we watch the fleecy",NN,[],,,,,"[('about', 'writes')]",['about'],['writes'],[],[],[],[],[],[],[],[],['about'],[],[],[],[],,,singular,,,unknown,unknown
"He draws on a pastoral metaphor for Circe 's relation to her menagerie : she presides , he says , "" like a shepherd over a great flock of sheep . ""","He/PRP draws/VBZ on/IN a/DT pastoral/JJ metaphor/NN for/IN Circe/NNP 's/POS relation/NN to/TO her/PRP$ menagerie/NN :/: she/PRP presides/VBZ ,/, he/PRP says/VBZ ,/, ''/'' like/IN a/SYM shepherd/VBN over/IN a/DT great/JJ flock/NN of/IN sheep/NN ./. ''/''"," nsubj(draws-2, He-1) root(ROOT-0, draws-2) case(metaphor-6, on-3) det(metaphor-6, a-4) amod(metaphor-6, pastoral-5) nmod:on(draws-2, metaphor-6) case(relation-10, for-7) nmod:poss(relation-10, Circe-8) case(Circe-8, 's-9) nmod:for(metaphor-6, relation-10) case(menagerie-13, to-11) nmod:poss(menagerie-13, her-12) nmod:to(draws-2, menagerie-13) nsubj(presides-16, she-15) parataxis(draws-2, presides-16) nsubj(says-19, he-18) parataxis(draws-2, says-19) case(a-23, like-22) nmod:like(draws-2, a-23) acl(a-23, shepherd-24) case(flock-28, over-25) det(flock-28, a-26) amod(flock-28, great-27) nmod:over(shepherd-24, flock-28) case(sheep-30, of-29) nmod:of(flock-28, sheep-30)  ",sheep,30,"case(sheep-30, of-29) nmod:of(flock-28, sheep-30) ","over a great flock of sheep . """,NN,[],,,,,"[('of', 'flock')]",['of'],['flock'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
