sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"It is this shift from the visual to the vocal that is the key to fieldwork , not only because the anthropological endeavor is based on a two-sided , or multi-sided dialogue ( Bakhtin 1981 ; Tedlock 1979 ) rather than a one-sided gaze , but its anti-positivist theories turn on sophisticated analyses of the sign , its changing form and an appreciation of the complexity of the play of meaning .","It/PRP is/VBZ this/DT shift/NN from/IN the/DT visual/JJ to/TO the/DT vocal/JJ that/WDT is/VBZ the/DT key/NN to/TO fieldwork/VB ,/, not/RB only/JJ because/IN the/DT anthropological/JJ endeavor/NN is/VBZ based/VBN on/IN a/DT two-sided/JJ ,/, or/CC multi-sided/JJ dialogue/NN -LRB-/-LRB- Bakhtin/NNP 1981/CD ;/: Tedlock/NNP 1979/CD -RRB-/-RRB- rather/RB than/IN a/DT one-sided/JJ gaze/NN ,/, but/CC its/PRP$ anti-positivist/JJ theories/NNS turn/VBP on/IN sophisticated/JJ analyses/NNS of/IN the/DT sign/NN ,/, its/PRP$ changing/VBG form/NN and/CC an/DT appreciation/NN of/IN the/DT complexity/NN of/IN the/DT play/NN of/IN meaning/NN ./."," nsubj(shift-4, It-1) cop(shift-4, is-2) det(shift-4, this-3) root(ROOT-0, shift-4) case(visual-7, from-5) det(visual-7, the-6) nmod:from(shift-4, visual-7) case(vocal-10, to-8) det(vocal-10, the-9) nmod:to(shift-4, vocal-10) nsubj(key-14, vocal-10) ref(vocal-10, that-11) cop(key-14, is-12) det(key-14, the-13) acl:relcl(vocal-10, key-14) mark(fieldwork-16, to-15) acl(key-14, fieldwork-16) neg(only-19, not-18) dep(vocal-10, only-19) case(endeavor-23, because-20) det(endeavor-23, the-21) amod(endeavor-23, anthropological-22) conj(vocal-10, endeavor-23) auxpass(based-25, is-24) acl:relcl(endeavor-23, based-25) case(dialogue-32, on-26) det(dialogue-32, a-27) amod(dialogue-32, two-sided-28) cc(two-sided-28, or-30) conj:or(two-sided-28, multi-sided-31) amod(dialogue-32, multi-sided-31) nmod:on(based-25, dialogue-32) dep(dialogue-32, Bakhtin-34) nummod(Bakhtin-34, 1981-35) dep(Bakhtin-34, Tedlock-37) nummod(Tedlock-37, 1979-38) cc(endeavor-23, rather-40) mwe(rather-40, than-41) det(gaze-44, a-42) amod(gaze-44, one-sided-43) conj(vocal-10, gaze-44) conj:negcc(endeavor-23, gaze-44) cc(shift-4, but-46) nmod:poss(theories-49, its-47) amod(theories-49, anti-positivist-48) nsubj(turn-50, theories-49) conj:but(shift-4, turn-50) case(analyses-53, on-51) amod(analyses-53, sophisticated-52) nmod:on(turn-50, analyses-53) case(sign-56, of-54) det(sign-56, the-55) nmod:of(analyses-53, sign-56) nmod:poss(form-60, its-58) amod(form-60, changing-59) nmod:of(analyses-53, form-60) conj:and(sign-56, form-60) cc(sign-56, and-61) det(appreciation-63, an-62) nmod:of(analyses-53, appreciation-63) conj:and(sign-56, appreciation-63) case(complexity-66, of-64) det(complexity-66, the-65) nmod:of(appreciation-63, complexity-66) case(play-69, of-67) det(play-69, the-68) nmod:of(complexity-66, play-69) case(meaning-71, of-70) nmod:of(play-69, meaning-71)  ",key,14,"nsubj(key-14, vocal-10) cop(key-14, is-12) det(key-14, the-13) acl(key-14, fieldwork-16) acl:relcl(vocal-10, key-14) ","the vocal that is the key to fieldwork , not only",NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
The ability to control the sea routes through the possession of islands was the key to both its military and commercial power in the Mediterranean .,The/DT ability/NN to/TO control/VB the/DT sea/NN routes/NNS through/IN the/DT possession/NN of/IN islands/NNS was/VBD the/DT key/NN to/TO both/PDT its/PRP$ military/JJ and/CC commercial/JJ power/NN in/IN the/DT Mediterranean/NNP ./.," det(ability-2, The-1) nsubj(key-15, ability-2) mark(control-4, to-3) acl(ability-2, control-4) det(routes-7, the-5) compound(routes-7, sea-6) dobj(control-4, routes-7) case(possession-10, through-8) det(possession-10, the-9) nmod:through(control-4, possession-10) case(islands-12, of-11) nmod:of(possession-10, islands-12) cop(key-15, was-13) det(key-15, the-14) root(ROOT-0, key-15) case(power-22, to-16) det:predet(power-22, both-17) nmod:poss(power-22, its-18) amod(power-22, military-19) cc(military-19, and-20) conj:and(military-19, commercial-21) amod(power-22, commercial-21) nmod:to(key-15, power-22) case(Mediterranean-25, in-23) det(Mediterranean-25, the-24) nmod:in(key-15, Mediterranean-25)  ",key,15,"nsubj(key-15, ability-2) cop(key-15, was-13) det(key-15, the-14) nmod:to(key-15, power-22) nmod:in(key-15, Mediterranean-25) root(ROOT-0, key-15) ",possession of islands was the key to both its military and,NN,[],was,VBD,object,[],"[('to', 'power'), ('in', 'Mediterranean')]","['to', 'in']",[],"['power', 'Mediterranean']",['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"The first area , on the right hand side of the touchpad , consisted of a series of "" event keys "" ( see Table 1 ) .","The/DT first/JJ area/NN ,/, on/IN the/DT right/JJ hand/NN side/NN of/IN the/DT touchpad/NN ,/, consisted/VBD of/IN a/DT series/NN of/IN ''/'' event/NN keys/NNS ''/'' -LRB-/-LRB- see/VB Table/NNP 1/CD -RRB-/-RRB- ./."," det(area-3, The-1) amod(area-3, first-2) nsubj(consisted-14, area-3) case(side-9, on-5) det(side-9, the-6) amod(side-9, right-7) compound(side-9, hand-8) nmod:on(area-3, side-9) case(touchpad-12, of-10) det(touchpad-12, the-11) nmod:of(side-9, touchpad-12) root(ROOT-0, consisted-14) case(series-17, of-15) det(series-17, a-16) nmod:of(consisted-14, series-17) case(keys-21, of-18) compound(keys-21, event-20) nmod:of(series-17, keys-21) dep(series-17, see-24) dobj(see-24, Table-25) nummod(Table-25, 1-26)  ",keys,21,"case(keys-21, of-18) compound(keys-21, event-20) nmod:of(series-17, keys-21) ","a series of "" event keys "" ( see Table 1",NNS,[],,,,,"[('of', 'series')]",['of'],['series'],[],[],[],['event'],[],[],[],[],['of'],[],[],,,plural,,,unknown
"suggests that ultimately the perceptions his emphasis formulated about physical activity provide the key to future motivation and participation . """,suggests/VBZ that/IN ultimately/RB the/DT perceptions/NNS his/PRP$ emphasis/NN formulated/VBN about/IN physical/JJ activity/NN provide/VBP the/DT key/NN to/TO future/JJ motivation/NN and/CC participation/NN ./. ''/''," csubj(provide-12, suggests-1) dep(suggests-1, that-2) dep(perceptions-5, ultimately-3) det(perceptions-5, the-4) dep(emphasis-7, perceptions-5) nmod:poss(emphasis-7, his-6) dep(that-2, emphasis-7) acl(emphasis-7, formulated-8) case(activity-11, about-9) amod(activity-11, physical-10) nmod:about(formulated-8, activity-11) root(ROOT-0, provide-12) det(key-14, the-13) dobj(provide-12, key-14) case(motivation-17, to-15) amod(motivation-17, future-16) nmod:to(provide-12, motivation-17) cc(motivation-17, and-18) nmod:to(provide-12, participation-19) conj:and(motivation-17, participation-19)  ",key,14,"det(key-14, the-13) dobj(provide-12, key-14) ",about physical activity provide the key to future motivation and participation,NN,[],provide,VBP,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
The philosophical and logistical concerns that formed the underlying structure of SUPPORT-PE were based on the key aims for the collaboration established by the TDT ( See table 3 ) .,The/DT philosophical/JJ and/CC logistical/JJ concerns/NNS that/WDT formed/VBD the/DT underlying/VBG structure/NN of/IN SUPPORT-PE/NN were/VBD based/VBN on/IN the/DT key/NN aims/VBZ for/IN the/DT collaboration/NN established/VBN by/IN the/DT TDT/NNP -LRB-/-LRB- See/VB table/NN 3/CD -RRB-/-RRB- ./.," det(concerns-5, The-1) amod(concerns-5, philosophical-2) cc(philosophical-2, and-3) conj:and(philosophical-2, logistical-4) amod(concerns-5, logistical-4) nsubj(formed-7, concerns-5) nsubj(aims-18, concerns-5) ref(concerns-5, that-6) acl:relcl(concerns-5, formed-7) det(structure-10, the-8) amod(structure-10, underlying-9) nsubjpass(based-14, structure-10) case(SUPPORT-PE-12, of-11) nmod:of(structure-10, SUPPORT-PE-12) auxpass(based-14, were-13) ccomp(formed-7, based-14) case(key-17, on-15) det(key-17, the-16) nmod:on(based-14, key-17) root(ROOT-0, aims-18) case(collaboration-21, for-19) det(collaboration-21, the-20) nmod:for(aims-18, collaboration-21) acl(collaboration-21, established-22) case(TDT-25, by-23) det(TDT-25, the-24) nmod:by(established-22, TDT-25) parataxis(aims-18, See-27) dobj(See-27, table-28) nummod(table-28, 3-29)  ",key,17,"case(key-17, on-15) det(key-17, the-16) nmod:on(based-14, key-17) ",SUPPORT-PE were based on the key aims for the collaboration established,NN,[],,,,,"[('on', 'based')]",['on'],['based'],[],['the'],[],[],[],[],[],[],['on'],[],[],,,singular,,,unknown
"One male player put it succinctly , "" The men are even , but the women are the key to winning games . ""","One/CD male/JJ player/NN put/VBD it/PRP succinctly/RB ,/, ''/'' The/DT men/NNS are/VBP even/RB ,/, but/CC the/DT women/NNS are/VBP the/DT key/NN to/TO winning/VBG games/NNS ./. ''/''"," nummod(player-3, One-1) amod(player-3, male-2) nsubj(put-4, player-3) root(ROOT-0, put-4) dobj(put-4, it-5) advmod(put-4, succinctly-6) det(men-10, The-9) nsubj(are-11, men-10) dep(put-4, are-11) advmod(are-11, even-12) cc(put-4, but-14) det(women-16, the-15) nsubj(key-19, women-16) cop(key-19, are-17) det(key-19, the-18) conj:but(put-4, key-19) case(games-22, to-20) amod(games-22, winning-21) nmod:to(key-19, games-22)  ",key,19,"nsubj(key-19, women-16) cop(key-19, are-17) det(key-19, the-18) nmod:to(key-19, games-22) conj:but(put-4, key-19) ","but the women are the key to winning games . """,NN,[],are,VBP,object,[],"[('to', 'games')]",['to'],[],['games'],['the'],"[('but', 'put')]",[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
"With the heightened political and ideological competition of the Cold War , land reform became the key to popular legitimacy .","With/IN the/DT heightened/VBN political/JJ and/CC ideological/JJ competition/NN of/IN the/DT Cold/NNP War/NNP ,/, land/NN reform/NN became/VBD the/DT key/NN to/TO popular/JJ legitimacy/NN ./."," case(competition-7, With-1) det(competition-7, the-2) amod(competition-7, heightened-3) amod(competition-7, political-4) cc(political-4, and-5) conj:and(political-4, ideological-6) amod(competition-7, ideological-6) nmod:with(became-15, competition-7) case(War-11, of-8) det(War-11, the-9) compound(War-11, Cold-10) nmod:of(competition-7, War-11) compound(reform-14, land-13) nsubj(became-15, reform-14) root(ROOT-0, became-15) det(key-17, the-16) xcomp(became-15, key-17) case(legitimacy-20, to-18) amod(legitimacy-20, popular-19) nmod:to(became-15, legitimacy-20)  ",key,17,"det(key-17, the-16) xcomp(became-15, key-17) ",", land reform became the key to popular legitimacy .",NN,[],became,VBD,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"He concludes that the key for high home ownership rates seem to be low land prices , an advanced mortgage finance system , and an efficient home building industry .","He/PRP concludes/VBZ that/IN the/DT key/NN for/IN high/JJ home/NN ownership/NN rates/NNS seem/VBP to/TO be/VB low/JJ land/NN prices/NNS ,/, an/DT advanced/JJ mortgage/NN finance/NN system/NN ,/, and/CC an/DT efficient/JJ home/NN building/NN industry/NN ./."," nsubj(concludes-2, He-1) root(ROOT-0, concludes-2) mark(seem-11, that-3) det(key-5, the-4) nsubj(seem-11, key-5) nsubj(prices-16, key-5) case(rates-10, for-6) amod(rates-10, high-7) compound(rates-10, home-8) compound(rates-10, ownership-9) nmod:for(key-5, rates-10) ccomp(concludes-2, seem-11) mark(prices-16, to-12) cop(prices-16, be-13) amod(prices-16, low-14) compound(prices-16, land-15) xcomp(seem-11, prices-16) det(system-22, an-18) amod(system-22, advanced-19) compound(system-22, mortgage-20) compound(system-22, finance-21) xcomp(seem-11, system-22) conj:and(prices-16, system-22) cc(prices-16, and-24) det(industry-29, an-25) amod(industry-29, efficient-26) compound(industry-29, home-27) compound(industry-29, building-28) xcomp(seem-11, industry-29) conj:and(prices-16, industry-29)  ",key,5,"det(key-5, the-4) nmod:for(key-5, rates-10) nsubj(seem-11, key-5) nsubj(prices-16, key-5) ",He concludes that the key for high home ownership rates,NN,[],seem,VBP,subject,[],"[('for', 'rates')]",['for'],[],['rates'],['the'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
Women 's reactions to their detention provide us with a key to the patterns of life within the institution and to the varied relationship between the prison and the community whose varied interests it served .,Women/NNP 's/POS reactions/NNS to/TO their/PRP$ detention/NN provide/VBP us/PRP with/IN a/DT key/NN to/TO the/DT patterns/NNS of/IN life/NN within/IN the/DT institution/NN and/CC to/TO the/DT varied/JJ relationship/NN between/IN the/DT prison/NN and/CC the/DT community/NN whose/WP$ varied/JJ interests/NNS it/PRP served/VBD ./.," nmod:poss(reactions-3, Women-1) case(Women-1, 's-2) nsubj(provide-7, reactions-3) case(detention-6, to-4) nmod:poss(detention-6, their-5) nmod:to(reactions-3, detention-6) root(ROOT-0, provide-7) dobj(provide-7, us-8) case(key-11, with-9) det(key-11, a-10) nmod:with(provide-7, key-11) nmod:with(provide-7, key-11') conj:and(key-11, key-11') case(patterns-14, to-12) det(patterns-14, the-13) nmod:to(key-11, patterns-14) case(life-16, of-15) nmod:of(patterns-14, life-16) case(institution-19, within-17) det(institution-19, the-18) nmod:within(life-16, institution-19) cc(key-11, and-20) case(relationship-24, to-21) det(relationship-24, the-22) amod(relationship-24, varied-23) nmod:to(key-11', relationship-24) case(prison-27, between-25) det(prison-27, the-26) nmod:between(relationship-24, prison-27) cc(relationship-24, and-28) det(community-30, the-29) nmod:to(key-11', community-30) conj:and(relationship-24, community-30) nmod:poss(interests-33, community-30) ref(community-30, whose-31) amod(interests-33, varied-32) dobj(served-35, interests-33) nsubj(served-35, it-34) acl:relcl(community-30, served-35)  ",key,11,"case(key-11, with-9) det(key-11, a-10) nmod:to(key-11, patterns-14) cc(key-11, and-20) nmod:with(provide-7, key-11) ",detention provide us with a key to the patterns of life,NN,[],,,,,"[('to', 'patterns'), ('with', 'provide')]","['to', 'with']",['provide'],['patterns'],['a'],[],[],[],[],[],[],['with'],[],[],a,unit,singular,,A+N,countable
She then left him her hotel key .,She/PRP then/RB left/VBD him/PRP her/PRP$ hotel/NN key/NN ./.," nsubj(left-3, She-1) advmod(left-3, then-2) root(ROOT-0, left-3) nsubj(key-7, him-4) nmod:poss(key-7, her-5) compound(key-7, hotel-6) xcomp(left-3, key-7)  ",key,7,"nsubj(key-7, him-4) nmod:poss(key-7, her-5) compound(key-7, hotel-6) xcomp(left-3, key-7) ",then left him her hotel key .,NN,[],,,object,[],[],[],[],[],[],[],['hotel'],[],[],['her'],[],[],[],[],,,singular,,,unknown
"EXTENDED COVERAGE FOR ALL : THE STANDARD BENEFITS PACKAGE <p> One key to the salability of the Clinton plan is the standardization of a benefit package that is a bit richer , more comprehensive , and more secure than the one many Americans have today .","EXTENDED/NNP COVERAGE/NNP FOR/IN ALL/NNP :/: THE/DT STANDARD/NNP BENEFITS/NNP PACKAGE/NNP <p>/NN One/CD key/NN to/TO the/DT salability/NN of/IN the/DT Clinton/NNP plan/NN is/VBZ the/DT standardization/NN of/IN a/DT benefit/NN package/NN that/WDT is/VBZ a/DT bit/RB richer/JJR ,/, more/RBR comprehensive/JJ ,/, and/CC more/RBR secure/JJ than/IN the/DT one/CD many/JJ Americans/NNS have/VBP today/NN ./."," compound(COVERAGE-2, EXTENDED-1) nsubj(standardization-22, COVERAGE-2) case(ALL-4, FOR-3) nmod:for(COVERAGE-2, ALL-4) det(key-12, THE-6) compound(key-12, STANDARD-7) compound(key-12, BENEFITS-8) compound(key-12, PACKAGE-9) compound(key-12, <p>-10) nummod(key-12, One-11) dep(ALL-4, key-12) case(salability-15, to-13) det(salability-15, the-14) nmod:to(key-12, salability-15) case(plan-19, of-16) det(plan-19, the-17) compound(plan-19, Clinton-18) nmod:of(salability-15, plan-19) cop(standardization-22, is-20) det(standardization-22, the-21) root(ROOT-0, standardization-22) nsubj(richer-31, standardization-22) nsubj(comprehensive-34, standardization-22) nsubj(secure-38, standardization-22) case(package-26, of-23) det(package-26, a-24) compound(package-26, benefit-25) nmod:of(standardization-22, package-26) ref(standardization-22, that-27) cop(richer-31, is-28) det(bit-30, a-29) nmod:npmod(richer-31, bit-30) acl:relcl(standardization-22, richer-31) advmod(comprehensive-34, more-33) acl:relcl(standardization-22, comprehensive-34) conj:and(richer-31, comprehensive-34) cc(richer-31, and-36) advmod(secure-38, more-37) acl:relcl(standardization-22, secure-38) conj:and(richer-31, secure-38) mark(have-44, than-39) det(Americans-43, the-40) nummod(Americans-43, one-41) amod(Americans-43, many-42) nsubj(have-44, Americans-43) advcl(richer-31, have-44) nmod:tmod(have-44, today-45)  ",key,12,"det(key-12, THE-6) compound(key-12, STANDARD-7) compound(key-12, BENEFITS-8) compound(key-12, PACKAGE-9) compound(key-12, <p>-10) nummod(key-12, One-11) nmod:to(key-12, salability-15) dep(ALL-4, key-12) ",STANDARD BENEFITS PACKAGE <p> One key to the salability of the,NN,[],,,,,"[('to', 'salability')]",['to'],[],['salability'],['THE'],[],"['STANDARD', 'BENEFITS', 'PACKAGE']",[],[],[],['One'],[],[],[],One,other,singular,,O-DEN,countable
The key to Hamilton 's scheme was to ennoble the commercial enterprise by making its goals lofty .,The/DT key/NN to/TO Hamilton/NNP 's/POS scheme/NN was/VBD to/TO ennoble/VB the/DT commercial/JJ enterprise/NN by/IN making/VBG its/PRP$ goals/NNS lofty/JJ ./.," det(key-2, The-1) nsubj(was-7, key-2) nsubj(ennoble-9, key-2) case(scheme-6, to-3) nmod:poss(scheme-6, Hamilton-4) case(Hamilton-4, 's-5) nmod:to(key-2, scheme-6) root(ROOT-0, was-7) mark(ennoble-9, to-8) xcomp(was-7, ennoble-9) det(enterprise-12, the-10) amod(enterprise-12, commercial-11) dobj(ennoble-9, enterprise-12) mark(making-14, by-13) advcl(ennoble-9, making-14) nmod:poss(goals-16, its-15) nsubj(lofty-17, goals-16) xcomp(making-14, lofty-17)  ",key,2,"det(key-2, The-1) nmod:to(key-2, scheme-6) nsubj(was-7, key-2) nsubj(ennoble-9, key-2) ",The key to Hamilton 's scheme was,NN,[],was,VBD,subject,[],"[('to', 'scheme')]",['to'],[],['scheme'],['The'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"<p> Second , gradualism was the key to Taiwan 's stability during change .","<p>/RB Second/LS ,/, gradualism/NN was/VBD the/DT key/NN to/TO Taiwan/NNP 's/POS stability/NN during/IN change/NN ./."," advmod(key-7, <p>-1) advmod(key-7, Second-2) nsubj(key-7, gradualism-4) cop(key-7, was-5) det(key-7, the-6) root(ROOT-0, key-7) case(stability-11, to-8) nmod:poss(stability-11, Taiwan-9) case(Taiwan-9, 's-10) nmod:to(key-7, stability-11) case(change-13, during-12) nmod:during(key-7, change-13)  ",key,7,"advmod(key-7, <p>-1) advmod(key-7, Second-2) nsubj(key-7, gradualism-4) cop(key-7, was-5) det(key-7, the-6) nmod:to(key-7, stability-11) nmod:during(key-7, change-13) root(ROOT-0, key-7) ","Second , gradualism was the key to Taiwan 's stability during",NN,[],was,VBD,object,[],"[('to', 'stability'), ('during', 'change')]","['to', 'during']",[],"['stability', 'change']",['the'],[],[],[],[],[],[],[],['Second'],[],,,singular,ambiguous,,unknown
By 6 a.m. his room key was in the key repository .,By/IN 6/CD a.m./RB his/PRP$ room/NN key/NN was/VBD in/IN the/DT key/JJ repository/NN ./.," case(6-2, By-1) nmod:by(repository-11, 6-2) advmod(6-2, a.m.-3) nmod:poss(key-6, his-4) compound(key-6, room-5) nsubj(repository-11, key-6) cop(repository-11, was-7) case(repository-11, in-8) det(repository-11, the-9) amod(repository-11, key-10) root(ROOT-0, repository-11)  ",key,6,"nmod:poss(key-6, his-4) compound(key-6, room-5) nsubj(repository-11, key-6) ",By 6 a.m. his room key was in the key repository,NN,[],was,VBD,subject,[],[],[],[],[],[],[],['room'],[],[],['his'],[],[],[],[],,,singular,ambiguous,,unknown
<p> The keys to this benefit are group scheduling software and a network .,<p>/RB The/DT keys/NNS to/TO this/DT benefit/NN are/VBP group/NN scheduling/NN software/NN and/CC a/DT network/NN ./.," advmod(software-10, <p>-1) det(keys-3, The-2) nsubj(software-10, keys-3) case(benefit-6, to-4) det(benefit-6, this-5) nmod:to(keys-3, benefit-6) cop(software-10, are-7) compound(software-10, group-8) compound(software-10, scheduling-9) root(ROOT-0, software-10) cc(software-10, and-11) det(network-13, a-12) conj:and(software-10, network-13)  ",keys,3,"det(keys-3, The-2) nmod:to(keys-3, benefit-6) nsubj(software-10, keys-3) ",<p> The keys to this benefit are group,NNS,[],are,VBP,subject,[],"[('to', 'benefit')]",['to'],[],['benefit'],['The'],[],[],[],[],[],[],[],[],[],,,plural,plural,,unknown
"A must for using Windows without a mouse , the program gives you instant task switching and launching of applications using hot keys .","A/NNP must/MD for/IN using/VBG Windows/VBN without/IN a/DT mouse/NN ,/, the/DT program/NN gives/VBZ you/PRP instant/JJ task/NN switching/VBG and/CC launching/VBG of/IN applications/NNS using/VBG hot/JJ keys/NNS ./."," nsubj(Windows-5, A-1) aux(Windows-5, must-2) mark(using-4, for-3) advcl(Windows-5, using-4) ccomp(gives-12, Windows-5) case(mouse-8, without-6) det(mouse-8, a-7) nmod:without(Windows-5, mouse-8) det(program-11, the-10) nsubj(gives-12, program-11) root(ROOT-0, gives-12) iobj(gives-12, you-13) amod(task-15, instant-14) dobj(gives-12, task-15) acl(task-15, switching-16) cc(switching-16, and-17) acl(task-15, launching-18) conj:and(switching-16, launching-18) case(applications-20, of-19) nmod:of(switching-16, applications-20) advcl(switching-16, using-21) amod(keys-23, hot-22) dobj(using-21, keys-23)  ",keys,23,"amod(keys-23, hot-22) dobj(using-21, keys-23) ",launching of applications using hot keys .,NNS,[],using,VBG,object,[],[],[],[],[],[],[],[],['hot'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"<p> ( n51 ) "" Just as high savings and investment and high R &D; are the key to the dynamic evolution of comparative advantage at the macroeconomic level , the key to such an evolution at the microeconomic level is competition among private enterprises to sort out extremely risky undertakings in new technologies . ""","<p>/JJ -LRB-/-LRB- n51/NNS -RRB-/-RRB- ''/'' Just/RB as/IN high/JJ savings/NNS and/CC investment/NN and/CC high/NN R/NNP &/CC D/NNP ;/: are/VBP the/DT key/NN to/TO the/DT dynamic/JJ evolution/NN of/IN comparative/JJ advantage/NN at/IN the/DT macroeconomic/JJ level/NN ,/, the/DT key/NN to/TO such/PDT an/DT evolution/NN at/IN the/DT microeconomic/JJ level/NN is/VBZ competition/NN among/IN private/JJ enterprises/NNS to/TO sort/VB out/RP extremely/RB risky/JJ undertakings/NNS in/IN new/JJ technologies/NNS ./. ''/''"," amod(n51-3, <p>-1) nsubj(key-20, n51-3) advmod(savings-9, Just-6) case(savings-9, as-7) amod(savings-9, high-8) nmod:as(n51-3, savings-9) cc(savings-9, and-10) compound(R-14, investment-11) cc(investment-11, and-12) conj:and(investment-11, high-13) compound(R-14, high-13) nmod:as(n51-3, R-14) conj:and(savings-9, R-14) cc(R-14, &-15) conj:and(savings-9, D-16) conj:&(R-14, D-16) cop(key-20, are-18) det(key-20, the-19) ccomp(competition-44, key-20) case(evolution-24, to-21) det(evolution-24, the-22) amod(evolution-24, dynamic-23) nmod:to(key-20, evolution-24) case(advantage-27, of-25) amod(advantage-27, comparative-26) nmod:of(evolution-24, advantage-27) case(level-31, at-28) det(level-31, the-29) amod(level-31, macroeconomic-30) nmod:at(advantage-27, level-31) det(key-34, the-33) nsubj(competition-44, key-34) case(evolution-38, to-35) det:predet(evolution-38, such-36) det(evolution-38, an-37) nmod:to(key-34, evolution-38) case(level-42, at-39) det(level-42, the-40) amod(level-42, microeconomic-41) nmod:at(evolution-38, level-42) cop(competition-44, is-43) root(ROOT-0, competition-44) case(enterprises-47, among-45) amod(enterprises-47, private-46) nmod:among(competition-44, enterprises-47) mark(sort-49, to-48) acl(competition-44, sort-49) compound:prt(sort-49, out-50) advmod(risky-52, extremely-51) amod(undertakings-53, risky-52) dobj(sort-49, undertakings-53) case(technologies-56, in-54) amod(technologies-56, new-55) nmod:in(undertakings-53, technologies-56)  ",key,20,"nsubj(key-20, n51-3) cop(key-20, are-18) det(key-20, the-19) nmod:to(key-20, evolution-24) ccomp(competition-44, key-20) ",&D; are the key to the dynamic evolution of comparative advantage,NN,[],are,VBP,object,[],"[('to', 'evolution')]",['to'],[],['evolution'],['the'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
"<p> ( n51 ) "" Just as high savings and investment and high R &D; are the key to the dynamic evolution of comparative advantage at the macroeconomic level , the key to such an evolution at the microeconomic level is competition among private enterprises to sort out extremely risky undertakings in new technologies . ""","<p>/JJ -LRB-/-LRB- n51/NNS -RRB-/-RRB- ''/'' Just/RB as/IN high/JJ savings/NNS and/CC investment/NN and/CC high/NN R/NNP &/CC D/NNP ;/: are/VBP the/DT key/NN to/TO the/DT dynamic/JJ evolution/NN of/IN comparative/JJ advantage/NN at/IN the/DT macroeconomic/JJ level/NN ,/, the/DT key/NN to/TO such/PDT an/DT evolution/NN at/IN the/DT microeconomic/JJ level/NN is/VBZ competition/NN among/IN private/JJ enterprises/NNS to/TO sort/VB out/RP extremely/RB risky/JJ undertakings/NNS in/IN new/JJ technologies/NNS ./. ''/''"," amod(n51-3, <p>-1) nsubj(key-20, n51-3) advmod(savings-9, Just-6) case(savings-9, as-7) amod(savings-9, high-8) nmod:as(n51-3, savings-9) cc(savings-9, and-10) compound(R-14, investment-11) cc(investment-11, and-12) conj:and(investment-11, high-13) compound(R-14, high-13) nmod:as(n51-3, R-14) conj:and(savings-9, R-14) cc(R-14, &-15) conj:and(savings-9, D-16) conj:&(R-14, D-16) cop(key-20, are-18) det(key-20, the-19) ccomp(competition-44, key-20) case(evolution-24, to-21) det(evolution-24, the-22) amod(evolution-24, dynamic-23) nmod:to(key-20, evolution-24) case(advantage-27, of-25) amod(advantage-27, comparative-26) nmod:of(evolution-24, advantage-27) case(level-31, at-28) det(level-31, the-29) amod(level-31, macroeconomic-30) nmod:at(advantage-27, level-31) det(key-34, the-33) nsubj(competition-44, key-34) case(evolution-38, to-35) det:predet(evolution-38, such-36) det(evolution-38, an-37) nmod:to(key-34, evolution-38) case(level-42, at-39) det(level-42, the-40) amod(level-42, microeconomic-41) nmod:at(evolution-38, level-42) cop(competition-44, is-43) root(ROOT-0, competition-44) case(enterprises-47, among-45) amod(enterprises-47, private-46) nmod:among(competition-44, enterprises-47) mark(sort-49, to-48) acl(competition-44, sort-49) compound:prt(sort-49, out-50) advmod(risky-52, extremely-51) amod(undertakings-53, risky-52) dobj(sort-49, undertakings-53) case(technologies-56, in-54) amod(technologies-56, new-55) nmod:in(undertakings-53, technologies-56)  ",key,34,"det(key-34, the-33) nmod:to(key-34, evolution-38) nsubj(competition-44, key-34) ","level , the key to such an evolution at the microeconomic",NN,[],is,VBZ,subject,[],"[('to', 'evolution')]",['to'],[],['evolution'],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
